NUMBER|PROTO|PRNUM|MEANING|RUSMEAN|PHN|AKO|REFERENCE
695|*nàrhó-|1515|slow, late|медленный, поздний|nɨri-|nàrhó-, nɨrɨi-|Nam 95, Liu 166, KED 366.
696|*nằrí-|1537|to go down|опускаться|näri-|nằrí-|Nam 92, KED 320.
697|*nòh-|1426|to put, let go|класть, пускать|\Ino-\i [noh-]|nòh-|Nam 114, KED 353.
698|*njək|1175|side|сторона|jək [njəkh]|njək|Nam 108, KED 338.
699|*ə̄ču-b-|259|to be indecisive, irresolute|быть нерешительным, колебаться|ə̄ǯup- (-w-)||KED 1135.
700|*áčh|2482|reason|причина||áčh|Nam 350.
701|*kằč-|1064|1 near 2 end, limit|1 близкий 2 конец, край, предел|kak:ap- (-w-) 1, kaǯaŋ 2|kàskàp- (-w-) 1, kằčái 2|Nam 16, 24, KED 3, 24.
702|*ə̀rí-|67|to be foolish, mistaken|быть глупым, ошибаться|əri-sək-|ə̀rí-|Nam 361, KED 1129.
703|*ə̀p-|409|to carry on the back|нести на спине|əp-|ə̀p-|Liu 554, KED 1149.
704|*àpí|80|father|отец|abəǯi, (vulg.) abi|àpí|Nam 338, KED 1074.
705|*sjə̄i-|2090|whitish|беловатый|sē-|sjə̄i-|Nam 306, KED 963.
706|*ə̀rɨ̀-nùk-|70|to be spotted, ornamented|быть пятнистым, украшенным|əlluk, əlləŋ|ə̀rɨ̀-núk-|Nam 360, KED 1143, 144.
707|*àrphằ-|30|to be ill|болеть|aphɨ-|àrphằ-|Nam 347, KED 1078.
708|*ān-|75|to hold in the arms|держать в руках|ān-|ān-|Nam 345, KED 1083.
709|*àbór-|1|to unite, join|объединять, соединять|aulɨ-, əulɨ-|à'ór-|Nam 340, KED 1076, 1134.
710|*ară-m|24|fathom, the span of both arms|сажень|arɨm|arăm|Nam 335, KED 1071.
711|*ə́č-|455|to be in disorder, confusion|быть в беспорядке, смятении|əǯirəp- (-w-)|ə́čɨ́rə̀p- (-w-) 2|Nam 365, KED 1136.
712|*ikɨr-|634|to burn lively; to be deeply flushed|ярко гореть; сильно краснеть|igɨl-kəri- 1, igɨl-igɨl-ha- 1, 2||KED 1319.
713|*čak-|271|fish spear|острога, гарпун|čak-sal, čak-suŋi||KED 1387.
714|*čằrằ-|2578|1 to hang up, strangle 2 handle|1 подвешивать, завязывать, стягивать 2 ручка, рукоятка|čarɨ- 1, čaru 2|čằrằ- 1, čằrò, čằrằ, čằr 2|Nam 412, 416, KED 1376.
715|*ōr|2533|early ripening|рано созревающий|ōl|ōr|Liu 579, KED 1207.
716|*čā̆či|343|penis|penis|čāǯi (orth. čā̆či), čot [čoč]||KED 1383, 1488.
717|*čjə́k-|288|shirt, coat|рубашка, куртка|čəksam, čəgori|čjə́k-sàm|Nam 425, KED 1418, 1425.
718|*tjək-|2277|to note down, to write|записывать|čək-|tjək-|Nam 155, KED 1424.
719|*tí-|2315|to fall (of flowers)|опадать (о цветах)|či-|tí-|Nam 178, KED 1527.
720|*čiri-|301|to be foul, emit a foul odour|плохо пахнуть|čiri-||KED 1531.
721|*čirk-|2241|tough, firm|прочный, крепкий|čilgi-|čirkɨi-|Liu 686, KED 1551.
722|*nìrk-|1470|to read|читать|ik- [ilk-]|nìrk-|Nam 125, KED 361.
723|*čūr-|337|1 to shrink, grow less 2 to starve, be famished|1 уменьшаться, сокращаться 2 голодать|čūl- 1, čūri- 2|čuri-hi- 1 (tr.), čūri- 2|Liu 670, KED 1496, 1508.
724|*čhắ-|284|flint, silicon|кремень, кремний|čhadol|čhắ-tòr|Liu 690, KED 1562.
725|*čắmh-|268|to endure, to bear|терпеть, выносить|čhām-|čhắm-|Nam 448, KED 1571.
726|*čằrhì-|2582|to make ready, prepare|подготавливать, готовить|čhari-|čhằrì-|Nam 447, KED 1563.
727|*čhắč-|1992|to search, look for|искать|čhat- [čhač-]|čhắč-|Nam 449, KED 1576.
728|*ə̀rk-|447|to wrap, tie up|завязывать, заворачивать|əlk-|ə̀rk-|Nam 368, KED 1147.
729|*ə̀r'ù- / *ə̀rɨ̀-|590|1 to flirt 2 to marry 3 to fondle, play with 4 to have sexual intercourse|1 соблазнять, кокетничать 2 жениться 3 ласкать, заигрывать 4 иметь половые сношения|ərɨ- 3|ə̀r'ù-, əru-, ərɨ- 1, 2, 4|Nam 360, 361, 367, KED 1127.
730|*ìkɨ́i-|681|to overcome|побеждать, превосходить|igi-|ìkɨ́i-, ìkí-|Nam 397, 398, KED 1319.
731|*īr-|596|1 to become 2 to happen|1 становиться 2 случаться|īl- 2, irə-na- 1|īr- 1|Nam 405, KED 1351, 1356.
732|*ima-|599|1 now 2 lately, nowadays|недавно, на днях|imi 1, ima-ǯək (čək 'time') 2||KED 1328, 1329.
733|*ìráŋ|687|furrow|межа, борозда|iraŋ|ìráŋ|Nam 399, KED 1324.
734|*ɨrp-|609|to chant, sing songs|петь, декламировать|ɨp- [ɨlph-]|ɨrp-|Nam 396, KED 1302.
735|*njə̀th-|1460|shallow, superficial, light|мелкий, поверхностный, легкий|jət- [jəth-], jat- [jath-]|njə̀th-|Nam 109, KED 1120, 1189.
736|*jə|604|a reef, a rock in the sea|риф, скала в море|\Ijə\i||KED 1160.
737|*skằ-|1999|to get thin, diminish|уменьшаться, утончаться|k:a-|skằ-|Nam 17, KED 6.
738|*kắr-|711|to change|менять|kal-|kắr-|Nam 20, KED 43.
739|*skắr-|1952|to spread out (as mat)|расстилать (напр. циновку)|k:al-|skắr-|Nam 22, KED 44.
740|*kằrí-|1131|to cover, to shield|покрывать, загораживать|kari-|kằrí-|Nam 12, KED 13.
741|*kằth-|781|to be similar, resemble|быть похожим|kat- [kath-]|kằth-, kắt-|Nam 20, 28, KED 64.
742|*kàsk- / kə̀sk-|981|1 to cut, trim 2 to break off|1 резать, подрубать 2 отламывать|k:ak:- 1, k:ək:- 2|kàsk- 1, kə̀sk- 2|Nam 26, 27, 39, KED 35, 91.
743|*kjəs-|777|to suffer, undergo, experience|подвергаться, страдать|kjək:-|kjəs-|Nam 44, KED 114.
744|*kə̀mɨ́nkó|914|a Korean harp of seven strings|корейский семиструнный музыкальный инструмент|kəmungo|kə̀mɨ́nkó|Nam 32, KED 84.
745|*kjərăi|821|relatives|родственники|kjəre|kjə̀rằi|Nam 41, KED 111.
746|*kīm|795|steam, vapour, breath, smell|пар, дыхание, запах|kīm|kīm|Liu 118, KED 281.
747|*kapo|989|fish bladder, (KED) sausage stuffed in a fish bladder|рыбий пузырь|kabo||KED 18.
748|*čar|2581|well, favourably|хорошо, благоприятно|čal|čar|Liu 644, KED 1392.
749|*čar|221|sack|мешок|čaru|čar|Nam 416, KED 1376.
750|*kur|2749|oak-tree, acorn|дуб, желудь|kul (kul-pām 'acorn')|kur-pam 'acorn'|Liu 89, KED 216.
751|*pskɨ́-|172|to extinguish, go out (fire)|тухнуть, гаснуть|k:ɨ-|pskɨ́-|Nam 71, KED 233.
752|*kɨ̀nɨ̀r-|577|to take care of, to look after|заботиться, присматривать за|kɨnɨrɨ-|kɨ̀nɨ̀r'ù-|Nam 66, KED 232.
753|*korom|932|clothes string, lace|тесемка|korɨm|korom|Liu 63, KED 140.
754|*kɨ̀rɨ̀-|570|to unfasten|развязывать|k:ɨrɨ-|kɨ̀rɨ̀-, kɨ̀rằ-|Nam 66, 67, KED 236.
755|*kōr- (?)|859|to become hollow|становиться полым, пустым|kōl-||SKE 122.
756|*kòrh-|559|to be hungry; to be empty|быть голодным; быть пустым|kophɨ-, kol- [kolh-]|kòr-phằ-, kòrh-|Nam 51, KED 152, 160.
757|*kót|894|place, locality|место, местность|kot [kos]|kót|Nam 50, KED 164.
758|*kuŋtuŋ-|927|rump, buttocks|круп, ягодицы|kuŋduŋi|kuŋtuŋ'i|Nam 91, KED 222.
759|*kom(h)|1080|finger-nail|ноготь|son-khom (SKE 134)||A dialectal form.
760|*mār-|1258|to refrain, shun, avoid|отказываться (от ч.-л.), воздерживаться, не сметь|māl-|mār-|Nam 200, KED 582.
761|*mằr-|1259|to roll up, curl up|свертывать, скручивать|\Imal-\i|mằr-|Nam 202, KED 582.
762|*mək-|1332|a big black snake|большая черная змея|mək-kuri, mək-kurəŋi||KED 609.
763|*mɨiskɨ-|0|to glide, slide|скользить|mik:ɨrə-ǯida, mik:ɨn hada|mɨ̀iskɨ̀rə́p- (-w-)|Nam 345. [Cf. Mong. mölt 'вскользь']
764|*moka-|1360|1 bundle 2 numerative for bundles|1 связка 2 счетное слово для связок|mogami 1, mogä 2||The forms are quoted from SKE 150 (where they are incorrectly compared with Mong. boɣ-ča etc.); KED 627 lists only mogä "all together, in the lump".
765|*mòrắ-|1325|to be unable, ignorant|не уметь, не знать|morɨ-|mòrắ-|Nam 215, KED 630.
766|*mùi-|1309|to dislike, hate|не любить, ненавидеть|mip- (-w-), miwə-ha-|mui-, mɨ̀i-p- (-w-)|Nam 224, 233, KED 699.
767|*mùk-|1340|to become old, stale; to stay, remain|стариться; оставаться|muk-|mùk-|Liu 332, KED 668.
768|*narot|1495|whiskers, beard|бакенбарды, борода|narut [narus]|narot, naros|Liu 132, KED 288.
769|*năboi|1166|again; better|снова; лучше||nă'oi|Nam 93.
770|*nə̄-|1418|younger relative (in compounds)|младший родственник (в сложениях)|nə̄- [nə̄-s-] 'younger brother' (in compounds)|nə-s-harmi 'wife of grandfather's younger brother'|Nam 105, KED 336.
771|*nəkori|1540|badger|барсук|nəguri|nəkori|Nam 103, KED 329.
772|*njə̀kí- / *nə̀ikí-|1196|to consider, regard|считать, рассматривать, предполагать|jəgi-|nə̀kí-, njəki-, nəiki-|Nam 103, 106, KED 1161. Cf. also nákí-hă-, mod. nägi-ha- (Nam 86, KED 316) 'to bet, gamble'.
773|*sìbúr|2089|edge|край, конец|siul (arch.), sul|sì'úr, sì'úrk|Liu 497, KED 1018, 1040.
774|*ni-|666|to carry on the head|нести на голове|\Ii-\i|ni-|Liu 169, KED 1321.
775|*nìkì-|1451|to knead, mix|месить, смешивать|igi-|nìkì-|Nam 119, KED 1319.
776|*(n)īr-|1453|to clear out, rinse|вычищать, промывать|īl- (NKor. \Inil-)\i|īr-|Nam 405, KED 1351.
777|*sɨr-|2710|to lay eggs (of insects, fish)|класть яйца (о насекомых или рыбах)|sɨl-|sɨr-|Liu 487, KED 1027. Cf. also mod. swi 'eggs of fly' (with a consonant alternation similar to the one in the reflexes of PA *mū́ro q. v.).
778|*nìč-|1387|to forget|забывать|\Iit-\i [ič-]|nìč-|Nam 127, KED 1370.
779|*nɨk-|1233|jackal, (KED) wolf|шакал; волк|nɨktä||KED 367.
780|*nɨktai|1197|wild boar, pig|дикий кабан|nɨktä||SKE 169.
781|*nòr-|1492|1 song 2 to take leisure, amuse oneself|1 песня 2 развлекаться, отдыхать|norä 1, nōl- 2|nòr'ái 1, nōr- 2|Nam 113, KED 340, 347.
782|*nòph-|1202|to be high, elevated|быть высоким, приподнятым|nop- [noph-]|nòph-|Nam 113, KED 352.
783|*nòrằ|1226|a deer, a river-deer|олень, речной олень|noru|nòrằ|Nam 111, KED 341.
784|*nú(ŋ)-|1494|to defecate, urinate|испражняться, мочиться|nu-|nú-|Liu 161, KED 356.
785|*nùd-|1478|to burn, singe|жечь, палить|nūt- (nūr-)|nùt- (nùr-)|Liu 165, KED 364.
786|*op- / *up-|625|to pick out, dig out|вытаскивать, выкапывать|\Iobi-,\i ubi-|upui-, upɨi-|Liu 593, KED 1201, 1239.
787|*opɨ-|442|plentiful|обильный, многочисленный|obut-hada [obus-], obɨt-hada||KED 1201.
788|*ōr|1604|strands of rope|пряди веревки|ōl|ōr|Liu 579, KED 1207.
789|*óràpí|650|brother|брат|orabi|óràpí|Liu 575, KED 1197.
790|*ori|648|a fishing hook with several barbs|рыболовный крючок с зазубринами|ori||SKE 178. The noun is found only is absent from major MKor. and modern Korean dictionaries and thus somewhat dubious.
791|*par-|1624|carp|карп|palgaŋi|parkaŋ'i|Liu 368, KED 724 (the word is attested in MKor. with -a-, not -ă-, thus Martin's derivation: "a red one" cannot be correct).
792|*pā̆rb-|1741|to tread, trample|ступать, топтать|pāp- [pālp-]|pā̆rp- (-w-)|Nam 247, KED 732.
793|*pap|1629|refuse, scraps, dust|мусор, пыль|\Ipap\i||KED 734.
794|*spằrằ-|1907|quick, swift|быстрый|p:arɨ-|spằrằ-|Nam 242, KED 706.
795|*pàtì|1730|trousers|брюки|paǯi|pàtì|Nam 237, Liu 360, KED 709.
796|*pə̄r-|1625|to be opened, separated|быть широко открытым, разделенным|pə̄l-, pə̄lli-, palɨ- (trans.)|pə̄r-|Nam 256, KED 706, 765, 766.
797|*pə-|1875|birch|береза|pə-n-namu||SKE 199. Cf. also MKor. phí-nàmò, mod. phi-namu (Nam 465, KED 1772) 'linden tree'.
798|*sìs-, *sɨ́s-|2062|1 to wash 2 to cleanse, wipe off|1 мыть 2 чистить, стирать|\Is:it-\i \I[s:is-]\i 1, 2|sìs- 1, sɨ́s- 2|Nam 322, 328, KED 1065.
799|*pìč-|128|to mix up, brew|месить (тесто), готовить (рисовое вино)|\Ipit-\i [pič-]|pìč-|Liu 417, KED 864.
800|*pằńắ-|1181|to shine brightly, glare|сверкать, сиять|nun-pusi-|pằńắ-|Nam 242, KED 362.
801|*toŋ-|2467|1 bundle 2 to bind|1 связка 2 обвязывать, связывать|toŋ 1, toŋ'i- 2|toŋ 1|Liu 232, KED 484, 493.
802|*puki|203|idiotic person, stupid character|глупец, дурак|pugi||KED 810.
803|*púhə̀ŋ|1622|owl; kite|сова; коршун|puəŋi|púhə̀ŋ, púhuə̀ŋ, púhuə̀ŋ'í|Nam 266, KED 817.
804|*pɨi-|200|empty|пустой, свободный|pī-|pɨi-|Liu 410, KED 850.
805|*puk ( ~ -ɨ-)|184|heaping of earth|куча земли|puk||KED 823.
806|*pɨr-|1864|in pieces, in crumbs|на куски, в крошку|purə 1|pɨrə-|Liu 404, KED 812.
807|*pɨ̀rə́-|208|to envy, be jealous|завидовать, ревновать|purəp- (-w-)|pɨ̀rə́-hằ-|Liu 404, KED 813.
808|*phằ-|1701|to dig|копать|pha-|phằ-|Nam 461, KED 1729.
809|*pəkh / *pak|1736|1 very 2 vigorously|1 очень 2 сильно, крепко|phək 1, pak 2|phək|Liu 723, KED 710, 1743.
810|*phí|1644|millet|просо|\Iphi\i|phí|Nam 465, KED 1771.
811|*phó|1621|1 many, several, quantity 2 to pile up|1 много, несколько, количество 2 нагромождать|pho 1, pho-gä-da 2|phó (adv.) 1, phằ- 'do smth. repeatedly' , pho-kai- 2|Liu 720, 725, KED 1753.
812|*pukh ( ~ -ɨ-)|1737|warm (of weather)|теплый (о погоде)|phuk-ha-||KED 1762.
813|*púmh|1825|1 breast, bosom 2 to carry in one's bosom|1 грудь, пазуха 2 нести за пазухой|phum 1, phum- 2|phum 1, phúm-, phɨm- 2|Liu 726, 728, KED 1766.
814|*satări|2024|stairs|лестница|sadari, sadak-tari|satări|Nam 282, KED 870.
815|*sàkí-|1957|1 to read characters, interpret 2 to know each other|1 читать знаки, переводить 2 знать друг друга, знакомиться|sägi- 1, sagwi- 2|sàkí- 1, sàkói- 2|Nam 282, KED 868, 920.
816|*pằihó-|189|to learn|учиться|päu-|pằihó-|Nam 252, KED 749.
817|*sắi-|1886|to leak, ooze|сочиться, протекать|sǟ-|sắi-|Nam 296, KED 921.
818|*sàk- / *sə̀k-|1901|1 to exude, effervesce, ferment 2 to rot, become spoiled 3 ferment, yeast|1 киснуть, бродить, выделяться (о поте, пузырьках из воды etc.) 2 гнить, портиться 3 фермент, закваска|sak- 1, s:ək- 2, səgim 3|sàk- 1, sə̀k- 2, sə̀kím  3|Liu 435, 448, 450, KED 888, 940.
819|*sə̄r / *sằr|2556|year, age|год, возраст|\Isal;\i sə̄l 'beginning of the year'|sə̄r / săr|Nam 290, 300, KED 896, 950.
820|*sár|2162|reed net; lattice, cross-bars|тростниковая сеть; решетка|\Isal\i|sár|Liu 437, KED 895.
821|*săr-|2117|to fit loosely, be shaky|свободно вмещаться, быть шатким|salgapta (orph. săl-găpta)||SKE 221.
822|*sā̆rb-|2120|to speak, tell|говорить, сообщать|sarwe-|sā̆rp- (-w-)|Nam 292, KED 872.
823|*sam|1962|placenta, caul|плацента, оболочка плода|sam||KED 901.
824|*sàm-|1979|to take care, use caution|быть осторожным|samga-|sàm-ká-|Nam 293, KED 901.
825|*sap-|1920|long-haired dog|лохматая собака|sapsari, sapsal kǟ|sapsări, sàpsár-kàhí|Liu 439, KED 906.
826|*sàrí- / *sə̀rí-|1925|to coil, curl, wind|извиваться, загибаться|sari-, səri-|sàrí-, sə̀rí-|Liu 432, 449, KED 873, 936.
827|*sər-|1903|to fit loosely, to treat lightly, handle carelessly|плохо подходить, небрежно выполнять|səl-darɨ-||KED 951.
828|*sjən-|2075|to be interesting, startling; boring|быть интересным, поразительным; скучным|səngəpta (orth. sjən-)||KED 943.
829|*sə̀rɨ̀|1960|each other, mutually|друг друга, взаимно|səro|sə̀rɨ̀, sə̀rù, sə̀rằ|Nam 299, KED 935.
830|*sipɨ-|1975|to wish, want|желать, хотеть|\Isip-\i [siph-], siphɨ-|sipɨ-|Nam 325, KED 1043, 1066.
831|*sirh-|1904|to dislike, feel repugnance for; be unpleasant|не любить; быть неприятным|sil- [silh-]||KED 1060.
832|*sə́ŋ- / *sə́n-|2077|to be chilly|быть холодным, прохладным|siŋgəŋ siŋgəŋ ha-, sənɨr-ha-, sanɨr-ha-|sə́nằr-hă-, sánăr-hă-|Nam 282, 299, KED 869, 935, 1065.
833|*sɨ́r-|2137|to vanish, fade|пропадать, исчезать|sɨl-|sɨ́r-|Nam 320, KED 1027.
834|*sɨŋ'a|2125|sorrel|щавель|sɨŋa|sɨŋ'a|Liu 489, KED 1031.
835|*sìr'ə́i|1969|a prop, canterbury, shelf|подставка, этажерка, полка|sirəŋ|sìr'ə́i|Nam 327, KED 1036.
836|*sɨč-|2022|to baste|приметывать|sičhi-|sɨs-|Nam 322, KED 1042.
837|*sòth|2043|kettle|котел|\Isot\i [soth]|sòt, sòth|Nam 310, KED 994.
838|*su|2141|pure, simple (pref.)|простой, чистый (преф.)|su-t- [su-s-]|su-|Liu 473, KED 1020.
839|*sùb-|2088|to become hoarse|хрипнуть|swī-|sùi'ú-|Liu 480, KED 1022.
840|*muri|1369|halo, ring (round the sun or moon)|ореол, кольцо (вокруг солнца или луны)|muri||KED 658.
841|*tà'ằ-|2292|all, completely, exhaust|весь, полностью, исчерпывающий|\Itā\i|tà'ằ-, ta'o-|Liu 195, KED 377.
842|*tàhì-|2339|to slaughter animals|резать животных||tàhì-|Liu 197.
843|*tahi-|2248|to pour, irrigate|лить, орошать|tǟ-|tahi-|Nam 133, KED 423.
844|*sìrɨ́m|2018|worry, trouble|заботы, тревоги|sirɨm|sìrɨ́m|Liu 495, KED 1036.
845|*stāi-, *stə́k|2158|1 to solder, tinker; to make fire 2 rice cake|1 паять, лудить; разжигать 2 рисовая лепешка|t:äu- 1, t:ək 2|stāi- 1, stə́k 2|Nam 147, 152, KED 432, 445.
846|*tăi- / tắrk|2352|1 a bald head 2 cracks (on hands and feet, from cold)|1 лысая голова 2 трещины (на руках и ногах, от холода)|tä-məri 1|tắrk 2|Liu 185, KED 426.
847|*tăr-|2224|to pull|тянуть, растягивать|tari- (arch.)|tărăi-|Nam 135, KED 383.
848|*stắr|1989|girl, daughter|девочка, дочь|t:al|stắr|Nam 142, KED 401.
849|*tàr-|352|to roast, burn|жарить, жечь|tāl- 'be hot, burned'|tàr-hí-|Liu 200, KED 403.
850|*ptárkì|1689|raspberry, strawberry|малина, земляника|t:algi|ptárkì|Nam 140, KED 402.
851|*ar-|466|bare, naked, stripped to essentials|голый, простой|al-|ar-|Liu 526, KED 1088.
852|*ptắ-n|1720|other|другой|t:a-n|ptắ-n|Nam 138, KED 393.
853|*tằd-|2439|to run|бежать|\Itat-\i (-r-)|tằt- (-r-)|Nam 139, KED 401.
854|*tằŋ-kắi-|2324|to stretch, pull|тянуть, тащить|taŋgi-|tằŋkắi-|Nam 145, KED 414.
855|*tằr'ái|362|wing (of a saddle)|крыло (седла)|tarä|tằr'ái|Nam 141, KED 382 (deriving the word from tắr- 'hang', which is dubious).
856|*tằrí-|2206|1 to be together with 2 to be similar|1 быть вместе с 2 быть похожим|teri- 1, tam- 2 (orth. tălm-)|tằrí- 1|Nam 136, KED 408, 456.
857|*ptə́i|178|raft|плот|\It:e\i|ptə́i|Nam 153, KED 454.
858|*tə̀pɨ́r-|2362|to lead, take smn. with|вести, брать с собой|təbul-|tə̀pɨ́r-|Nam 150, KED 443.
859|*tə̀ph- / *tùph-|2347|to cover|покрывать|təp- [təph-]|tə̀ph-, tùph-, tùp-|Nam 153, 168, KED 454.
860|*ptə̀rə́-|1753|to drop, fall; finish|падать, валиться; кончаться|t:ərə-ǯi-|ptə̀rə́-tí-|Nam 151, KED 449.
861|*tət|2213|trap|ловушка|tət [təčh, təs]||KED 451, 454.
862|*tɨ-|1587|to move, change one's place|двигаться, менять место|tɨ-||SKE 264 (NKor.).
863|*ptɨ-|1844|to follow a pattern, make like|следовать образцу, имитировать|t:ɨ-|ptɨ-|Liu 247, KED 523.
864|*tɨ̄d-|2398|to fall, drop|падать, капать|tɨt- (-r-)|tɨ̄t- (-r-)|Nam 173, Liu 251, KED 532.
865|*tằbi-|2355|to become|становиться|twe-|tằwì-, tằ'òi-|Nam 136, 137, KED 497.
866|*tur-|2281|barren|бесплодная, яловая|tul-, tol-||KED 478.
867|*tor|404|wicked, base, wild|дикий, грубый|tol; tul- 'stupid; clumsy'||KED 478, 509, 510.
868|*stòŋ|2189|excrements|испражнения|t:oŋ|stòŋ|Nam 161, KED 485.
869|*tōb-|2389|to help|помогать|tōp- (-w-)|tōp- (-w-)|Nam 160, KED 484.
870|*tú-|2330|to put, place|класть, помещать|tu-|tú-|Nam 163, KED 502.
871|*tùtɨ́rí-|2473|to beat, hit|бить, ударять|tudɨri-|tùtɨ́rí-|Liu 237, KED 503.
872|*tuk|2255|mound, dam|насыпь, дамба|tuk|tuk|Liu 241, KED 507.
873|*tār|2210|reed|тростник|tāl|tār|Liu 198, KED 401.
874|*pot-|1877|vulva|vulva|pōǯi, dial. podäŋi||KED 794.
875|*ukɨr|1594|to congregate, be numerous|собираться толпой, кишеть, быть в большом количестве|ugɨl-ugɨl ha-, ugɨl kəri-, ogɨl kəri-||KED 1236.
876|*mɨsk-|1330|to bind|связывать|muk- [muk:-]|mɨsk-, mɨs-|Nam 232, KED 670.
877|*un-tu|1597|height (of the side of shoes or bowls)|высота|undu||KED 1244.
878|*òrán-|2489|heavy rain|ливень||òrán-pí|Liu 575.
879|*ərkəmi|29|a coarse sieve|грубое сито|əlgəmi||SKE 53.
880|*koraŋ|965|fetters, handcuffs|путы, оковы, наручники|koraŋ||KED 138.
881|*purɨ-|146|to soak, make wet|мочить|purɨ- (SKE 211), pulli-||KED 836.
882|*ù-|162|well|колодец|umul|ù-mɨ́r|Nam 389, KED 1239 (-mɨr 'water').
883|*pɨ́rí-|120|to use, employ|использовать, употреблять|puri-|pɨ́rí-|Nam 270, KED 814.
884|*pora|1670|snow-storm|снежная буря|nun-pora, nun-pore||KED 362.
885|*kūm(p)-|552|larva of a beetle|личинка жука|kumpeŋi|kūmpə̀ŋ, kūmpə̀ŋ'ì|Nam 63, KED 220.
886|*tira ( ~ č-)|2285|spleen|селезенка|čira, čirä||KED 1529.
887|*tái|375|bamboo|бамбук|\Itä\i|tái|Liu 204, KED 418.
888|*kā̆m- / *kắm-|1163|to bathe, wash|купать, мыть|kām-|kắm-|Nam 23, KED 50.
889|*kə̀jú, kə̀ĳú|906|domestic goose|домашний гусь|kəwi|kə̀jú, kə̀ĳú|Nam 35, KED 87.
890|*kùsɨ̀-|934|odorous|пахучий|kusu-ha-|kùsɨ̀-|Nam 60, KED 204.
891|*nɨp(h)|1192|swamp, marsh|болото|nɨp [nɨph]||KED 376.
892|*mjə̀nɨ́rí|1240|daughter-in-law|невестка, сноха|mjənɨri|mjə̀nɨ́rí, mjənări|Nam 213, KED 619.
893|*mírh|1328|wheat|пшеница|\Imil\i|mír (mírh-)|Nam 234, KED 696.
894|*kàràp|1113|oak-tree|дуб|karam-namu|kàràp|Nam 3, Liu 19.
895|*súr|1959|spoon|ложка|sul (dial.)|súr|Nam 315, KED 1018.
896|*tàh-|2712|to touch, reach to|трогать, достигать|tā- [tah-], tǟ-|tàh-, tàhi-|Liu 197, 204, KED 418, 422.
897|*tàrằ-|2205|other|другой|tarɨ-|tàrằ-|Nam 129, KED 382.
898|*psɨ́-|644|to put on (hat)|надевать (шапку)|s:ɨ-|psɨ-, sɨ́-|Nam 317, 319, KED 1023.
899|*kìrí-|856|to praise|восхвалять|kiri-|kìrí-|Nam 78, KED 265.
900|*jəsk-|0|to plait, weave|ткать, плести|jək- [jək:-]||Liu 568, KED 1169.
901|*pjəŋ-|1776|chicken|цыпленок|pjəŋari|pjəŋ'ari, píjùk|Liu 384, 413, KED 785.
902|*pórám|1831|sign|знак|poram|pórám|Liu 386, KED 789.
903|*ə̀ńí|432|mother|мать|əi|ə̀ńí|Nam 363, KED 1134.
904|*čhắ-|275|to wear on the belt|носить на поясе|čha-|čhắ-|Nam 447, KED 1562.
905|*čok|335|women's hairdo|женская прическа, узел|č:ok|čok|Nam 430, KED 1477.
906|*kóčắk|940|1 extreme, very powerful 2 at most|1 чрезвычайный, очень сильный 2 самое большее|koǯak 2|kóčắk-hă- 1|Nam 48, KED 148.
907|*tòirjòŋ|2203|lizard|ящерица|toroŋ-njoŋ|tòirjòŋ|Nam 162, KED 464.
908|*o'ăi-|1562|to recite|декламировать|wē-, weu-|o'ăi- 'sailors' song'|Liu 577, KED 1221, 1223.
909|*nùrí-|1501|to have a burnt, rank smell|пахнуть горелым|nuri-, nori-|nùrí-|Liu 162, KED 342, 357 ('to be rank, foul-smelling').
910|*čărɨ-|274|to cut off, chop off|отрезать, отрубать|čarɨ-|čărɨ-|Nam 413, KED 1376.
911|*pə̀mɨ́r-|1849|1 to bind, tie up 2 to mix|1 связывать 2 смешивать|pəmul- 2|pə̀mɨ́r- 1|Nam 254, KED 760.
912|*parko|1713|a k. of horse-drawn sleigh|вид саней, запрягаемых лошадьми|palgu|parko|Nam 245, KED 724.
913|*kɨ́rì-|554|to long for, miss, think of|стремиться к, думать о ком-л.|kɨri-|kɨ́rì-|Nam 68, KED 237.
914|*ni'jaki|1213|tale, story|рассказ|ĳagi|ni'jaki|Nam 123, KED 1333.
915|*patɨk / *potɨk|1652|persistently, obstinately|упрямо, настойчиво|padɨk-padɨk, podɨk-podɨk||KED 704.
916|*sak-|2130|dry branch|сухая ветвь|sakčəŋ||KED 889 (sakčəŋi).
917|*jə́s|0|candy|конфета, тянучка|jət|jə́s|
918|*kùr'ə́i|698|bridle|уздечка|kulle|kùr'ə́i|Nam 62, KED 217.
919|*tuŋ-|2462|base of tree trunk|основание ствола|tuŋčhi, (SKE) tuŋkhəgi||KED 511.
920|*ām|36|surely, certainly|точно, конечно|ām||KED 1093.
921|*ùmɨ̀i-|661|to pucker, close up, shut up|делать складку, затягивать, закрывать|umurə-ǯi-, omurə-ǯi-|ùmɨ̀i-jə́-tɨ̀r-|Nam 390, KED 1239.
922|*àńí|37|beginning, first, preliminary|сначала, прежде всего, начерно|ä-bəl|àńí|Nam 339, KED 1102.
923|*parh-|1727|to be lean, emaciated|быть тощим, истощенным|phari-ha-||KED 1730.
924|*taŋh / *təŋh|2388|hollow, empty|полый, пустой|thaŋ, thəŋ||KED 1694, 1704.
925|*màk-|1272|to stop up, block, prevent|препятствовать|mak-|màk-|Nam 198, KED 569.
