NUMBER|PROTO|PRNUM|MEANING|CHUK|CHUKNUM|ITEL|ITELNUM|COMMENTS|NIOD|NIODNUM
738|*t́kəm-|0|обвивать|*tkъm-, *kə̣mʁụ-|640|*čikm-et-|754|||0
739|*teŋe-|0|одеться, снарядиться|*teŋet-eb-|1277|*te[ŋ]e-|755|||628
740|*'ĭtəqi-|0|блестеть|*(i)tqi-Lɣər-|1254|*tə[q]ə-|756|||0
741|*tə̆qlĕ|1753|верба, тополь|*təqle #|1256|*txlo-n|757|||0
742|*čən-ɣʷə(l)pə- (~ *-š-)|0|вспоминать|*ətnəfəłpə- (~ -š-)|1559|*łinxpa-|1004|||0
743|*'ət'me(j)|0|болотное растение|*ətbeʒe (~ ạ)|1312|*tʷəmə-|759|||0
744|*tĭtqẹ-|0|глотать|*tịtq-ạt-|1302|*thĭ- ~ *kti-|760|||0
745|*'ətkəl'mə|0|косматый|*-tkəlu|1517|*t'k'lo-m|121|||0
746|*tŭĺɣə-|0|воровать|*tulʁə-|1221|*'an-txsət-|762|||0
747|*taɣʷ-|0|гнездиться, метать икру|*teb- (~ š-, -a-)|1655|*'ən-tawal-|763|||0
748|*'nъn-|0|воевать|*Rъnno-|1511|*-nən-|764|||0
749|*'rənu-|0|использовать, запастись чем-либо|*əRnu-|1162|*čunu- ~ *čono-|765|||0
750|*jъta-s-|0|отгонять|*ъʒtab/t-|567|*stał-|766|||0
751|*penke-|0|шапка|*peŋke|1080|*penk(')e|767|||0
752|*peqʷə-t́hə-|0|щавель, хвощ|*pebə-cʁə-n|1105|*peqe-čh|768|||606
753|*hʷejnev-|600|говорить, слово|*faʒnab (~ ạ)|1550|*hine-|345|||765
754|*əpkə- (~ ъ)|0|слой, прослойка|*əpkə- (~ ъ)|1539|*pk'ə-|770|||0
755|*pəshə-n|0|насморк|*pətʁiŋ|1097|*pəzɣən|771|||0
756|*pəł-|0|мало|*-pịʒlə̣|1010|*płe-|772|||0
757|*păk|0|птенец|*pik "|1051|*paka-ka|773|||1170
758|*pəĺ'ɣə-|82|трахея|*piLɣə-n|1021|*pučx-č|774|||0
759|*pojɣъ-n|0|копье, резак|*poʒɣъ-n|1048|*pəzɣən-|775|||0
760|*ŋʷej-|0|насытиться|*ŋeʒu-|916|*me-śi-|776|||34
761|*'əɣ(ʷ)šiŋ̣-|0|созреть, возмужать|*əfšiŋ- (~ *-ɣš-)|385|*'is(i)-|777|||0
762|*nute-|0|земля, поле|*nute "|898|*nute-|778|||0
763|*ŋejqə-|0|грязь, смрад|*ŋạʒqə̣-|919|*ŋeq-|779|||1086
764|*mъłɣʷъ-|0|надеяться|*mъcfъn-|810|*məlwe-|780|||0
765|*šeluɣʷ-|0|жевать|*(š)elu-|15|*'le'lxʷłe-|1588|||0
766|*ĺъɣъp ~ *'ъĺ'ɣъp|0|ловушка, силок|*ъlɣъp|172|*śxap ~ *čxap|782|||0
767|*'ъłmъ-|0|другой, следующий|*(a)Lъm-|200|*łăm-|783|||0
768|*'əłɣu-łɣə-|0|одежда из шкур|*əłɣułɣə-n|247|*'lulx-  (~ ł)|784|Буквально 'лучшая шкура, кожа'.||0
769|*lpənsi-|0|вязать|*lpənic- ~ *lpənci-|1455|*p(')uns- (~ -o-)|785|||0
770|*qothъ-|0|дразнить|*qotɣa-ʒpъ-|792|*[q]at-|786|||0
771|*qiɣʷe-|0|замерзнуть|*qifʒe-|1487|*[q]əw-|787|||0
772|*qitpə-|0|ободриться, усилиться|*qitp-eb-|1486|*qičp-|788|||0
773|*qĕɣʷĺə-|0|лопаться|*qefLə-|1485|*kws-|789|||0
774|*qeɣʷẹŋ-|0|краб, рак|*qe[f]Vŋqu= (~ ạ)|1483|*qewin-|790|||0
775|*qesvə-|0|вбить, заколоть|*qetbə- (~ ạ)|791|*[q]ałət-|791|||0
776|*qejliqu|0|нерпа|*qạʒLịqụ (~ -k-)|727|*[q]aslak|792|Первая часть возможно значит 'малый'.||0
777|*qaɣa-t́ɨ|0|корюшка|*qaɣacɨ (~ k-)|735|*qaɣa-č|793|||0
778|*kŭjVl|0|заводь, бухта|*kuʒul (-ụ-)|620|*kihil|794|     Слово похоже на производное от *kʷẹ(j) 'река'.||0
779|*kiŋhət (~ *-s)|2059|глухарь|*kiŋʁət|662|*kinxt, *kinxs-|795|||0
780|*škɨlɨ-|0|тереть|*škɨłɨ-|592|*śklẹ-|796|||0
781|*ɣъrɣŏl(a) ~ *ɣъlɣŏr(a)|0|вверху, на поверхности|*ɣъrɣoł(a)|387|*kălɣʷəz|1053|||0
782|*keŋŭ|2059|пестрая чайка|*kạŋụ-|657|*keŋe-č|798|||0
783|*kemeł-|0|кудрявый|*kạmł́ạ-|642|*kamał-|799|||0
784|*kẹlĕhə|0|черт|*kạLạʁə|586|*kala- ЮК|1665|||0
785|*jiɣət́jə-|0|царапать|*ʒiɣəcɣə-|512|*śxčźi- ~ *śhčxi-|801|||0
786|*jəlŋ̣ə-|0|двоюродный родственник|*ʒə̣ĺŋ̣ə-|509|*śol-|802|||0
787|*jiɣə̆rsə-|0|бурундук, суслик|*ʒịɣə̣rtạ-n (~ a)|514|*cixcəx|803|||0
788|*jeɣʷej-|0|раздробить, крошить|*ʒịbạʒ|576|*jaws-|804|||0
789|*jeŋvi-|0|сторона света (впереди)|*ʒạŋbə̣-n|548|*jemi- ~ *wemi-|643|||0
790|*'at́t́ъ- (-t́s- ?)|0|промышлять|*accъ-(nɣɨŋ), *ecem- 'делать облаву' (1703)|34|*'ač(s)a-|1447|||0
791|*ɣiłĕ-|0|охотиться|*-ɣiłi-|343|*kile-|807|||0
792|*ł́ejvə-|0|бродить|*ł́eʒbə-|179|*sezə-|808|||824
793|*tvăł́- (~ *-ĺ-)|0|оспа, зараза|*ъcbacъb-: *ɨna-cbacъb- (~ *-cf-)|1454|*čs-no-ŋ|809|||0
794|*ɣʷăŋi-|0|рукодельничать, плести сети|*faŋɨ-|1396|*wini- ЮК|981|||0
795|*t́ăɣʷat|0|аркан|*cafat|235|*čŭwat|811|||0
796|*'əɣʷjă-|0|обхитрить|*ъfʒa- "|1360|*-wej-: *łin-wej-u|1024|||1155
797|*š-ĕŋhĕłV- (~ *t́-)|0|(с)просить|*ceŋʁeceŋ- (< *t́-eŋʁeł́e-ŋ-)|1526|*łinhlo- ~ *čənhčə-|813|||0
798|*t́ɨłvъ-|0|краснеть|*cɨłbъ " > *cɨłło "|147|*'ən-čəl-|814|||0
799|*łeqłŭ|364|хищный зверь (из куньих)|*imłeqcuke|447|*'leqəs|815|||0
800|*kərtə-|0|дом, гнездо|*kъccъ-|614|*kiźtə|816|||0
801|*łiłV|0|родственник|*cice-t-, *cimce-|1451|*lili-xł|658|||0
802|*əqvə-|0|тесный, узкий|*əqbə-|797|*quń-|823|||0
803|*-ruvъ- ~ *-'nuh-|0|наступать, начинаться (о явлениях природы)|*-ruʁə-|1676|*-vra-|831|||0
804|*t́əv- ~ *'ĺəv-|0|кровоподтек|*cъf "|1488|*-čiz(a)-|832|? Алт. (яп=мо! без тю. ti=)||0
805|*'əŋin-|0|больной, слабый|*'əŋin(ʁ-eb)-|860|*ŋin-|836|||0
806|*-ъjtъ-|0|интенсивное, резкое действие|*-ъʒtъ- (~ ə)|1680|*-čo-|840|||0
807|*ɣaĺja|1761|птица, утка|*ɣaLʒa #|337|*k'ăč|842|||0
808|*pəsʁʷu|0|вместительный, большой|*pətʁu-|1098|*nə-piłxu-|844|||0
809|*t́iŋə-|0|совершенный, умелый|*ciŋə-|1586|*čĭŋi-|192|||0
810|*'ŭĺɣə-|0|равнина, поляна|*ilɣə-|417|*'usx|1627|||0
811|*təm-ke|0|косматый, растрепанный|*tə̣mkạ-|1268|*tŏm-|849|||612
812|*tɨł-|0|падать|*-tɨl-|2247|*tł-k-: *'ən-tł-k-|204|||1066
813|*tkur-|0|идти, проходить|*tkur-|671|*k(')ŏz-|916|||0
814|*'ətpĕ "|0|боль, болезнь, слабость|*ətpe " (~ ạ)|2164|*tp[ł]-|854|||0
815|*ъtmъ-|0|убивать, охотиться|*ъtmъ-|1261|*łmə- ~ *t'mə-|855|||0
816|*meł "|0|погода, вёдро|*meł "|1247|*mel ", *-mł|864|Ср. *meł= 'хороший'.||1092
817|*-'əm'jel, *ɣe-/*te-|0|юкола (скисшая?)|*tebʁel|1317|*k-'əmčel|877|Это отглагольное образование: пассивное причастие прошедшего времени в камч., а в прачук. -  композит с префиксом со значением 'делаться как...'. Ср. *'ъm'jъ= 'горький' (609).||0
818|*'ineĺə|0|обвинение|*inecci-|156|*'anza-n|880|||0
819|*'eɣʷjə-|0|есть, пастись|*ef(ə)ʒə-|132|*xčo-'ł-|883|||0
820|*pĕk'ul|0|нож (каменный)|*pequl (~ -k-)|1052|*-pk'ol|886|||0
821|*əshʷəš|0|сколько, как|*ətʁər|1230|*'la'l-|887|||611
822|*sɣʷiŋšə-|0|рыться, искать выдергивая|*ətɣiŋrə-|1229|*(ł)inłə-|390|||0
823|*ətŋe-|0|расти, растение, цветок|*ətŋe-|1280|*'ət'ŋe-, č'ŋe-k'-ečh|190|||0
824|*'at́at́-|0|кашлять, смеяться|*acacɣə-|1727|*'aś-'aś, *'aś-at|561|||0
825|*ɣəłt́i-|0|жадничать|*ɣəłłi-|348|*kłxči-|524|||0
826|*'ət́ɣił-|0|вспомнить, понять|*əcɣice-ŋ-|162|*t'xił-k-|893|      Возможно сюда же прачук. *ɣitɣə= 'вспомнить, ощущать нехватку' (399), если из < *tɣi=tɣi=.||1076
827|*łełhə-|0|смотреть, рассматривать|*cicʁet- < *ł́ił́ʁet-|1578|*lexł-|531|||0
828|*'əp-|0|втыкать|*ə̣pə̣-, *š-ə̣p-|312|*'ăpł-|1177|||0
829|*'əlqəl|0|кость|*-əLqəl|1325|*tək-tən|897|Здесь только юж. камч. форма, где =l= может отражаться как дентальный.||0
830|*qъr'mŏ|0|кедр, лиственница|*qъrbo "|782|*[q]aźɣă-m|899|||0
831|*'əvtə-|0|тонкий|*ъftъ- ~ *ъɣtъ-|270|*'et-|903|||0
832|*vəllə ~ *vəltə|0|мягкий, тонкошерстный|*bъllъ-|1791|*'əlt-|351|||1138
833|*ŋ̣ъlvъ|0|тешиться, играть|*ŋъcbъn-|908|*'əla-l-|905|||0
834|*śamɨ̆-|0|выслеживать, охотиться|*camɨta-|196|*śam-|906|||1058
835|*ram-|0|исчезать|*Ram-|1157|*śamja- (~ ł-)|907|||0
836|*sva-n'mъ|0|хозяин, место|*(t)ba-nbъ #|1792|*ła-no-m|910|     Старое общее образование со значением 'хозяин' от глагола *sva= 'сидеть, жить' (365).||0
837|*'iɣət|0|вид ягоды|*iɣət|1714|*'a'it ЮК|810|||0
838|*tĕlʁe-|0|давить, нажимать|*caĺʁa- (~ ạ)|152|*t'łxe-, *č'łxe-|405|||1064
839|*tĕl-|0|плести|*tạl-ạt-|1211|*-tl-|914|||0
840|*t(ə)bi-|0|стоять на двух ногах|*tbɨ-łła-|1793|*tĕ-, *t'zo-|148|||0
841|*'əlkʷvi-, *'əlkʷvi-n'mъ|0|след (ноги)|*lfinbə #|1386|*łkza-no-m, *łkzi-|415|||0
842|*'əŋśə(ŋ̣)-|0|отрываться, отделяться, часть|*əŋtə-ŋ-|944|*'ansx|920|||0
843|*pelqe-|0|уничтожать(ся)|*pelqet-|1027|*palKa-|921|||0
844|*măša-|0|воевать, сражаться|*maRa-b-|2073|*misa-|1533|||1087
845|*ł́okra ~ *ł́ok'na|0|слепень, овод|*š(ʒ)oqra #|1154|*łokra|932|||0
846|*'new-'new ('r-)|0|куропатка|*ref-um "|1198|*rewne|933|||373
847|*'newəlhə- ('r-)|0|сокол, ястреб|*rạfụlʁə̣-n|1197|*rewlan|934|||635
848|*'nivtə|0|сон, душа, мысль|*rɨʒtъ-(la-) "|1147|*nʷita-|894|||0
849|*'rəšve ('n-?)|0|легкие|*rəšše "|1185|*rśo-|936|||603
850|*'reqe (~ 'n-)|0|грань, воротник|*šạqạ "|1151|*raka-na-|937|||0
851|*'rihə- (~ 'n-)|0|радоваться|*riʁə-|1136|*riɣa-|938|||0
852|'əɣʷajŋ̣ъ-|0|гаснуть, кончаться|*faʒŋъ-|1375|*waj(ŋ)e-t- ЮК|945|||0
853|*ɣʷərɣərɣə-|0|шум, грохот|*fərɣərɣə-n|1794|*xəzɣəzɣə-, *xărɣărɣă-|977|     Ономатопоэтика.||0
854|*'ɣʷɨt-|0|работать|*bɨt-at-|1425|*wet-|980|||1024
855|*'əŋ̣re=|0|колено, бедро|*əŋre(t)=|932|*xč'e-lmi-ŋ|983|||0
856|*'ămro-|0|покинуть, оставить, ставить|*amšo-|70|*umz-, *wumz-|989|||438
857|*ɣʷiɣʷsə-|0|китовый ус, голова рыбы|*fiftə|1440|*xewli-č|993|||0
858|*kʷuĺbə-|0|поперек, преградить|*fuLbə-|1340|*kul|1060|     Интересно пал. ɣelme= 'закинуть сеть, заводить невод' (1627).||0
859|*'əmt́eke|0|синица|*əmcəkeke|1745|*mč'ekal|861|||0
860|*ɣʷikʷə-r|0|скоблить|*fifri|1439|*xʷeki-|998|||0
861|*jilhə "|0|мышка, суслик|*ʒiĺʁe "|503|*łč'le-|1001|В ител. развите как в слове 'язык'.||0
862|*tъlvъ ??|0|дверь|*tъllъ ", tъtlъ #|1304|*łoq (~ -u-)|1002|Прачук. может восходить к *tъlbъ.||815
863|*svačə-|0|кроить, распарывать|*(š)ollъ- а не *tbaRɨ- (1795)|960|*łel-|1003|||0
864|*ŋavsъŋ̣-|0|жениться|*ŋab-tъŋ-|1705|*[ŋ]ałx-|1007|||0
865|*'ŭnmĭ-n'mə|0|стоянка|*nəmnəm ~ *ənmə-nmə "|886|*'unmi-nŏ-ŋ/m|1008|Производное от глагола *'ŭn'mĭ= (633) 'останавливаться' с помощью суффикса *=n'mə 'место, результат действия'. Именно поэтому в данном случае в чук. языках при словоизменении как правило не происходит выделения "односложной основы" (исторически это суффиксальное образование!) и присутствует вариант nəmnəm=, вместо обычного для исторических редупликатов nəm=.||0
866|*'eɣʷə-'n, -'č|0|уже, все же, тотчас|*ạfə̣n, *ạfə̣š|128|*'eɣun, *-ewut|1017|||0
867|*łъqro|0|ольха, ель|*rъqlo-n, *lъqro-n|1156|*łoqara|1030|||0
868|*tom "|0|кедрач|*tom "|1718|*-t(')əm: śto-t'əm|1044|||0
689|*hehe|0|топор|*ʁạʁạl, *ʁạl "|10|*qah "|1048|||0
870|*kʷelme-|0|куст (черемухи, багульника)|*facma- (~ e)|1561|*kelme-|1051|||0
871|*'əŋl-et́-|515|гореть, заря|*əŋl-et- "|906|*'əŋl-č|1052|||0
872|*kʷi'rə-|0|разбить(ся)|*fir-|1410|*keri-|1061|||286
873|*kʷin'ɣʷə-|0|тайно, искоса|*finbə-|1392|*k'iret-|1063|||0
874|*qerɣ(ʷ)ə-|0|ракушка|*qarɣ[a] "|783|*qerwi-tine-|1064|||0
875|*kərvi(-łəqt-)|674|беседовать, разговор|*kərbi-|1796|*kez- (~ -a-)|845|Ср. ител. замствование *kirwiłhet- 'беседовать, разговаривать' (1065).||0
876|*qəč-(ɣʷət)|0|уже, только-что|*qəš-(fət) (~ ъ)|1797|*qa't, *qa'tx|1066|||0
877|*(h)ъčhʷɨ(j)|0|дорога|*ъšʁɨ-t|1141|*(k)thʷăź ~ *(k)thʷăł|1075|В камч. судя по всему коммитатив k-...-ł.||121
878|*tĕjkə-|0|опрокинуть (человека), побороть|*teʒkeb(-) (~ ạ)|2080|*t(')sŭk-|1076|||0
879|*hurĕ-ɣʷɨ̆š(ɨ)|0|появиться, показаться|*ʁure-(fɨš(ɨ))|1000|*ksxle-|1082|||0
880|*kʷoĺma ~ *kvoĺma|0|брюшко рыбы, рыбий пузырь|*facma #|1331|*ksŏlx|1083|||0
881|*kavalŋ̣ĭ-|1354|ласточка|*kafałŋɨqa (~ *q-)|795|*kə'alHə- ~ *kə'alHə-|1089|||0
882|*'ul(h)iɣʷ-|0|подпирать|*ulʁib-|958|*'i'lewe-|1093|||0
883|*'ɨ̆lŋъ-|0|доска, лыжи|*ɨlŋъ-n "|429|*'lẹŋa-|1096|||986
884|*kʷətHəč|0|посередине|*bətɣər|1432|*kutł-|1097|||0
885|*t́ĭrməŋ-|0|брезговать, ворчать|*cịrmə̣ŋ-|232|*č'miŋə- (*č-, -ɣ-)|885|||0
886|*švit-|0|трясти, бороться|*ərfit-|1203|*łʷiti-|1099|||0
887|*kaŋʷăt|0|локоть|*kaŋat-|1813|*kʷamta(w) ЮК|1100|||0
888|*pəne-(l)|0|хвощ|*əpne-cʁə-n|1063|*panu-(l)|1107|||0
889|*păɣʷjo|0|мозоль, опухлость|*paɣʒo "|1047|*puśi-|1111|Камч. *puśi= < *pux́śi=.||0
890|*'ъĺɣʷa-(n-)|0|неумелый, бессильный|*ъlfa-b- (-nɨ-)|1541|*'ačwan-ka|1145|||1114
891|*'ъhʷ-(joł́ɣъ-)|0|помет, выводок; гнездо|*(ʁ)əf-, *(ʁ)ъf-ʒocɣə-n|484|*'aʷ'-asx|1146|||0
892|*'ъɣjъ-ŋhъ-|0|брусника, княженика|*ъɣʒъ-ŋʁъ-n|357|*'ĳano-čh|1152|||0
893|*'ъskʷъn|0|верхушка дерева|*-ъtkъn|1799|*'ołxen|1154|В ПИ возможно старое сложение, см. 'дерево'.||113
894|*'ŭŋše-|0|воткнуть, закол|*uŋR(e)-|990|*'inčĭ-|1161|||0
895|*tъskъ-|0|testiculi|*tъškъ=|1296|*tsxa-n|1203|||0
896|*'esɣi|0|действительно, теперь|*ecɣi|23|*'isxe-|1188|||0
897|*t́ILILI|0|кулик, жаворонок|*cɨrɨrɨ/ *ciriri|230|*č'oĺoĺa|1213|||0
898|*t́alhi-|0|голень, колено|*tạlʁị-|1710|*čilxś-in|1214|||0
899|*t́eHmə-|0|приближаться|*[c]eʒmə-|181|*č'emx-la-|1216|||0
900|*t́iŋ-ĺə-|0|сгореть|*ciŋcə-|1800|*č(')iŋ-zu-|1217|||0
901|*'iĺŋu-|0|неаккуратный, неряха|*iLŋu-|426|*čiŋu-qe-|1219|||0
902|*'ərkĭ-rŋ̣ъ-|0|рот, губа|*ъrk-ъrŋъ-n|1149|*cxi-sx (*č-)|1221|||0
903|*t́ăĺpъ-|0|испустить дух|*cacpъ- (~ ạ)|153|*čisp-|1224|||0
904|*nure-le|0|быстро|*nure-le, *nure-ʁe-|1581|*nuzaĺ-|858|||58
905|*'ъn-vas-|0|сгибать|*ъnbat-, *š-bat-|900|*'nʷał-|1233|||246
906|*'ət'nil-|0|класть, толкать, пихать|*šəššil-|1186|*t'nił-|200|ПЧ *šəššil- < *š-ətšil-.||0
907|*pĕt́iɣʷ-|0|дух, душа|*pạcịfạt-|1009|*pcixʷ-č|1243|||1177
908|*'ъv'jat-|0|развязать|*ъfʒat-|1363|*čjat-: *'ən-čjat-|1251|||886
909|*tołtъ-|0|отколоться, ущербиться|*toltъ-|1222|*tułt-|1254|||0
910|*t́Vt́ə-|0|подмышка|*cicə-|151|*[č]ačə-|1255|||3
911|*'ətŋĕl-|0|сопровождать, помогать|*ətŋel-|1731|*t'aŋl- ~ *taɣl-|1270|||0
912|*t́ɨp-|0|подниматься на|*cɨp-ŋъto-|1291|*čəp-nə-ŋ|1276|В камч. образование, аналогичное пал. təpɣ=na < *təpɣə=nvə 'подъем'.||0
913|*t́uɣvek|0|вид водоплавающей птицы|*cuffek|246|*tuɣʷăq|1266|||107
914|*-cir-|0|делать часто|*-cir-|228|*-čze-: 'amčze-|1281|||257
915|*qɨwĺa-|0|журавль|*qɨcaŋRo|720|*[q]awza-q|1302|||0
916|*kĕɣʷeri ~ *ɣʷĕkeri-|0|шиповник|*fekeri (~ b-)|1650|*k'weźə-m|1303|||1039
917|*kălha|0|тюлень, бобр, калан|*kalʁa "|1677|*kulx|1197|||0
918|*kʷĭrŭ|0|лососевая рыба нярка|*firu "|1413|*kĭź-wəz "|238|||0
919|*'ĭkərəki|0|грязь|*ikəške-|442|*krəki|1314|Камч. kreki < k'reki с отражением через =r= получавшегося сочетания ='r=.||0
920|*kĕli(t)ɣe-|0|полынь, цикута|*kạllịɣạ-|1717|*klitxə-m|1323|||0
921|*qeŋə-|0|кряхтеть, кашлять|*qeŋə-|763|*qiŋaj- (~ *k-, -n-)|1327|||0
922|*qŭlhə-|0|байдара, корыто|*qul(ʁ)əqət-|1803|*qłho-č (~ *k-, -x-)|1328|||0
923|*kemhu- ~ *kumhe-|2072|обувь|*kạm(ạm)ʁụ-|636|*kum(h)e-|295|||0
924|*ɣʷaŋqał́|0|холостой, девственница|*faŋqac|1402|*fanqal (~ *-k-)|1342|||0
925|*ɣʷaŋlă-|0|клянчить, просить, ухаживать|*faŋla-|1397|*xe'ŋəl-|1343|||1032
926|*šəške|0|чудовище морское|*šъška-|1183|*śisike-č|1355|||0
927|*kət́vəł ~ *-tɣʷ-|0|хватит, не надо|*kətbəl # (~ъ)|694|*qeč'eł|1356|||0
928|*miki (~ *-ə-)|0|корюшка|*miki "  (~ *məki)|835|*miks-čeh|1373|||451
929|*ŋovtъ-|0|мучащий|*ŋoftъ-|1728|*[ŋ]od-|1379|||0
930|*maškъ-|0|стараться, похваляться, выдрючиваться|*m[a]škɨ-|1496|*masəka-|1386|||0
931|*'əjpĕ-|0|выкапывать, вынимать|*əʒpe-|556|*'ajple-|1396|||0
932|*hełĕ-|0|ржаветь|*ʁełe-re-, *ʁała-ʒpъ-|11|*qał-: *qan-łk-te-|1401|||0
933|*'əšʁʷel- ~ *'əčʁʷel-|0|смешивать|*əRʁeLu-(b-), *əRʁeL-et-|1140|*təwəli-: *'ən-təwəli-|1403|||0
934|*pətqə-|0|неустойчивый, падать и ударяться|*pə̣tqə̣-|1100|*pət(ə)-: *'ən-pət(ə)-|866|||0
935|*ɣiŋłə-|0|сушиться на солнце|*ɣiŋłə # "|396|*kinłe-|1423|||0
936|*eŋʁĕł-|0|бояться|*eŋʁeł(e)-|91|*'aŋɣl-tanan- (~ -ł-)|1424|||0
937|*'ъn-sva-s-|0|сажать, сажать растения|*-tbat-: *š-tbat-|1632|*'ən-łał-|1428|Производное от глагола *sva= 'сидеть'.||0
938|*'aɣʷъĺi-|0|ласкаться|*afici-|178|*'aɣʷaze-|1430|||0
939|*'našhə-|0|покрывать|*ɨnašʁɨ-|1142|*racəl-|1431|||384
940|*'ĭł́ɣʷi-: *'ən-'ĭł́ɣʷi-|0|поднимать(ся)|*-iłɣit-: *š-iłɣit-|940|*('ə)sfu-: *'ĭn-(ə)sfu-|1174|||0
941|*qĕme- ~ *k-|0|делать вместе, оба|*qạmạ-ʒbə̣-|754|*kmaŋa-|1425|||0
942|*vərrə-|0|появиться, показаться|*bərrə-|1417|*'iči-|1432|||187
943|*'əj'hə-|0|падать|*əʒʁə-, *š-ъʒʁ-at-|518|*'ĭčhe-|1433|||0
944|*'əqłe- ~ *ʁĕłe-|0|связать, спутать|*ʁeł-eb-, -eqł-eb-|12|*q'le-: *'ən-q'le-|917|||0
945|*'ajłъ-ŋ̣-|0|долг|*aʒcъŋ(-)|45|*'ałătət-|1434|||0
946|*ŋolnъ-|0|качаться, наклоняться|*-nolŋъ-n|998|*[ŋ]oln-at-|1440|||0
947|*'əkłə-|0|мелкий, маленький|*əkłə-|594|*'əkl-an (~ -ł-)|1446|||0
948|*'əłqə-|0|дело, делать|*-əłqə-|1645|*'əlqə- (~ -ł-, -k-)|1449|||0
949|*'ɨkaɣʷ|0|только, наконец|*ɨka-b|1616|*'akaw|1450|||25
950|*'ъnsъ-|0|женщина из рода-побратима|*'əntə-|121|*'anł-, *'anś-|1451|||0
951|*'ilhaq|0|пескарь, бычок|*ịĺʁạq|420|*'il(')ak|1455|||30
952|*h(ʷ)eč|0|палец, большой палец|*ʁeš|109|*kwič|422|||0
953|*'əɣʷar'ɨ-|0|распорка|*farɨ ", *faʁrɨ-|1407|*wači- ЮК|1462|||0
954|*'ъɣʷlъ-|0|у берега, на берег|*ъblъ-ŋ|1629|*wa[l]a- ЮК|1464|||0
955|*tkaKa-t́u|0|кедровка, тетерев|*kakaco|629|*t'kaɣač|1467|||0
956|*veŋə-them|0|ключица, грудь|*bạŋə̣-tʁə̣m|1726|*'iŋə-tau̯ ЮК|979|Общее сложение, где вторая часть значит 'кость', см. *hə̆thəm (537).||0
957|*-jiɣʷ|0|дядя|*'ən-ʒif|298|*-wsx: *ki-wsx|1080|||0
958|*'əvrĭl|0|эхо|*-əfril|1201|*'ozal|1469|||0
959|*łhəhʷ-|0|лицо|*əłʁu-(lqəl)|1647|*xʷe[h]a-ŋ|996|Прачук. *əłʁu- < *łʁəb-.||617
960|*npiĺi-|0|родитель|*enpic-i du.|80|*p(')ini- (~ -l-)|1474|||0
961|*təktə-t́ɣə|0|дятел|*ut-əktəcɣə-n|692|*taxt'i-č|1119|||0
962|*tĳlə ~ *čĳlə|446|крыло (без перьев ?)|*tiʒlə "  (~ *š-)|1113|*tel-xp|128|||0
963|*šeɣʷə|0|кит, морской лев|*šef|1748|*siw-č|1480|||0
964|*luk[u]|0|люди|*-łəku|1633|*luka- > *nuka-z ЮК|1481|||0
965|*'ət́hăjha-|0|убегать в страхе|*əcʁaʒ(ʁ)a-qɨʁab-|1834|*čxča-: *'ən-čxča-|1196|||0
966|*'ətnu-ś-|0|торчать, возвышаться|*ətnu-t-|1272|*t(')unsid- ЮК|80|||0
967|*tkəŋe-|0|разрывать, раздирать|*tkəŋeb-|660|*tkəŋe-|1394|||0
968|*'ъčvъ-|0|растирать, скоблить, молотить|*(š)ъb-|334|*toza-|1134|||0
969|*təkeĺi-|0|осторожный, умелый, бывалый|*ətqeci-|1251|*t(a)kaź-|1488|||0
970|*johʷъ|0|ветер|*ʒoʁъ- " > *ʒof-ʒoʁъ|517|*suwxa ЮК|1489|||868
971|*pĭšqə-|0|прятаться|*pišqə-|1095|*ski- ЮК *psk- ?|1491|||0
972|*'ĕśhə-n|0|жирный, толстый|*ạcʁə̣-n|25|*sxa- ЮК|1496|||0
973|*'ăŋqa-l|0|море|*aŋqa-n|93|*ŋəqəl|1502|||0
974|*'ănŋъ-|0|внутренняя часть, преисподня, юг|*anъŋ-|79|*ni[ŋ]a ЮК|1503|||0
975|*kəmhĕ-|0|повернуть назад|*kəmʁe-|649|*kumx|1283|||0
976|*kəsvə-|0|очень, совершенно|*ъktъ-, *kətti|279|*kł-|902|||0
977|*qъtъ-|0|ветер|*ъktъ-ʒɣъ-n|280|*kati- ЮК|1513|||0
978|*jərki-|0|выдирать, вырывать|*ʒəški-, *-ʒ/ɣəški-|390|*śes(x)-|1042|||0
979|*kъčɣŏ-|0|головной убор|*kъRɣo-|683|*kičx- ЮК|1516|||0
980|*qap't́ъ-|0|спина|*qạptị-n|772|*k'ăɣač, *kʷap/tx ЮК|208|     Здесь развитие слога *qVp как в слове *qop'kъ-  'позвонок' (283).||0
981|*kəniŋvə-|0|мясо, еда|*kịnụŋbə̣ " < *kịŋŋu ~ *kịŋbə̣|1689|*kani[ŋ]u-|1520|||0
982|*kəŋhu-|0|ловить, заарканить|*kəŋʁu-|663|*kani- ЮК|1573|||0
983|*ken(ɣ)ə-|0|гореть, зажигать|*kenɣə- "|655|*ken(ɣ)i-(le-)|1522|||0
984|*uje-teki ~ *'ive-teki|0|собачья нарта|*uʒe-tiki|965|*'iwa-tak ЮК|1526|||0
985|*'im'rə- ~ *'im'jə-|0|икать, чавкать|*imʒər-|449|*'əmčəh- ЮК|1530|||463
986|*t́ăpV-|0|топоним (море, залив)|*ca[B]a-|50|*čipu-|1532|||87
987|*'ŭre-|0|далекий, долгий|*ure-|999|*'iz-: n-iz-k|1534|||0
