"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
 542,"*mVʒ́V ( /n-, ~-ǯ-)", 512,"1 edge 2 yard","a-mʒə-r-χá 2","mʒa-ḳə́ 1","naz 1","naz 1","","    PAT \I*məʒ́V\i (cf. also Bzyb. a-mʒ́ə-r-χə́ 'yard'; the Abkh. form is a compound with \I*qa\i / \I*qə\i 'head, front'; the Abaz. form contains a singulative suffix); PAK \I*názə.\i §    Comparing the PAK form with PAT \I*məʒ́V\i seems to us better than comparing to Abaz. \Išanəza\i 'edge' (see Shagirov 1), because the morphological analysis of the latter form is unclear (despite Shagirov, PAT \I*ǯʷanəza\i 'spleen' is historically a single root and does not contain the same hypothetical element \I*-nəza\i). Initial n- in the PAK form may be due to fronting assimilation (before a dental -z-). §    The correspondence PAT *ʒ́ : PAK *z points to PWC *ʒ́ or *ǯ; the former is preferable in view of the external evidence."
 543,"*ĺV",1731,"cubit","ra-ḳ","","","","","    The Abkh. form contains a singulative suffix -ḳ, thus the pure root is ra-. Unfortunately, no related forms are known in other WC languages, so the reconstruction is rather vague (*r-, *ŕ- or *ĺ- possible - we have chosen *ĺ, because it corresponds well to the EC data)."
 544,"*ǯa",1732,"span","á-ʒa","ʒa","bžiz","bźiz","ʒa","    PAT \I*ʒ́a\i (cf. also Bzyb. \Iá-ʒ́a\i). The AK compound \I*bžə-jəzə\i is treated by Shagirov (1,90) as \I*bžə\i '*hand' (cf. also PAK \I*ʡa-bžə́-bə\i 'handful', Ad. \Iʡa-bžə-m\i 'fist') + \I*jə́zə\i 'full'. We consider, however, the direct comparison of PAK \I*jə-zə\i (jə- is a usual pronominal prefix) with PAT \I*ʒ́a\i and Ub. \Iʒa\i 'span' more justified semantically, and quite regular phonetically - thus, the coincidence with \I*jə́zə\i 'full' is certainly secondary. §    See Shagirov 1, 90; Klimov 1967, 306; Balkarov 1967, 15, 24."
 545,"*maq:V",1735,"sound, voice","","","māq:a","māq:","","    PAK \I*maq:V́.\i In view of the external evidence the root should be treated as a whole, and Shagirov's (1,259) hypothesis about its morphological complexity does not seem convincing."
 546,"*(a)č:ʷV",1737,"1 word, speech 2 to say,speak 3 to take oath,swear","áž̌a 1","ažʷa 1","","žə-ʡa- 2","čə-q̇á- 3","    PAT \I*azʷa\i (cf. Bzyb. \Iáža\i); Ub. \Isə-č(ə)q̇á-n\i (used also as a noun: \Ičəq̇a\i 'oath'). The PAT root is also used in a compound \I*cʷa-zʷa-\i 'to speak' (see under \I*c:ʷa-\i). In PAK *č́:- would be expected, but only the Kab. form is known (Kab. ž can go back to PAK *č́:, *č:, *ǯ́). Still, the exact parallelism between Kab. \Ižəʡa-\i and Ub. \Ičəq̇a-\i (where the second part goes back to \I*q̇́Ia-\i 'say' q.v.) makes this etymology quite plausible. §    The comparison of Kab. \Ižə-ʡa-\i and Abkh. \Iáž̌a\i was first proposed by Mészaros (1934, 308), who also compared Ub. \Imaśa\i 'word' which is impossible for phonetic reasons. See Shagirov 1, 198."
 547,"*kʷV",1739,"1 to swear 2 to dare","a-kʷ-rá 1","kʷ-ra 1","ja-kʷə-n 2","ja-kʷə-n 2","kʷa- 2","    PAT \I*kʷə-;\i PAK \I*kʷə-;\i Ub. \Ia-s-kʷá-n.\i See Shagirov 1, 173."
 548,"*ʁ́a",1744,"time, season","ā-n","aʕa","ʁa","ʁa","ʁ́a","    PAT \I*(a)ʕa\i (cf. also \I*ʕa-\i in \I*ʕa-məta\i 'time' > Abkh. \Iā́mta,\i Abaz. \Iʕamta\i); PAK \I*ʁa.\i The root should be distinguished from \I*ʁ́Iʷa\i 'season, summer/spring' (see under \I*ʁwĭnʔV\i), although the two roots could have influenced each other (in PAT, where \I*ʕa-\i in \I*ʕa-pə-nə\i 'spring' reflects rather PWC \I*ʁ́Iʷa,\i and in PAK, where the root \I*ʁa\i means 'summer' in some compounds and idioms - e.g., in PAK \I*ʁa-máxʷa\i 'summer' > Ad. \Iʁamāf,\i Kab. \Iʁamāxʷa\i). See Shagirov 1, 124."
 549,"*nəsa ( ~ -š-)",1745,"1 daughter-in-law 2 sister-in-law","","","nəsa 1","nəsa 1","nəsá-ʁ 2","    PAK *nəsá. Shagirov 1, 288 supposes that the Ub. form is borrowed from Adygh (PAK \I*nəsá-ʁʷə\i 'sister-in-law'); but this supposition does not explain loss of labialisation in Ub. It seems more probable that the Ub. and AK forms are genetically related. Despite Abdokov 1973, 62 the AK and Ub. words can not be related to Abkh. \Iaca,\i Abaz. \Itaca,\i Ub. \Iśaśa\i 'bride, daughter-in-law' (see Shagirov ibid.). §    The Adygh forms were borrowed in Osset. (Dig.) \Inissä\i 'lady', Chan. \Inisaʁa,\i \Inusaʁa\i 'two daughters-in-law'. The latter form (undoubtedly borrowed < PAK \I*nəsaʁʷə\i) makes it probable that other scattered Kartvelian forms (Georg. \Inusa-dia\i 'sister-in-law', Megr. \Inosa,\i \Inisa,\i Chan. \Inusa,\i \Inisa\i 'daughter-in-law') also have a WC origin."
 550,"*śʷasa / *śasa",1748,"1 bride 2 girl","","","pśāśa 2","pśāśa 2","śasá 1","    PAK \I*pśaśá.\i The available forms reflect various assimilations: PAK \I*pśaśá\i < \I*p-śasá\i ( < \I*śʷasa\i with a labial prefix); in Ub., besides \Iśasá\i there exists also a variant \Isasá\i (cf. also Ad. \Isās\i 'girl (as address)'. The basic variant was obviously \I*śʷasa\i (PAK *ś can only go back to a labialized *śʷ)."
 551,"*nəc:ʷa",1749,"god","a-nč̌á","nčʷa","","","","    PAT \I*nəcʷa.\i"
 552,"*t:at:V",1756,"1 grandfather (addr.) 2 daddy","dad 1","dáda 1","tāt 2","dāda 1","dad 2","    PAT \I*dadV;\i PAK \I*t:at:á.\i A nursery word, but demonstrating regular correspondences. It is usually used in a reduplicated form; but cf. also Abkh. \Idi,\i \Idia\i ( \I*dVjV\i ~ \I*t:VjV\i) 'mummy'."
 553,"*(a)nə",1759,"mother","á-n","anə","nə","āna","na","    PAT \I*(a)nə\i; PAK \I*(a)nV\i; Ub. def. \Iá-na.\i Although this is a nursery word, it is certainly the PNC root for 'mother'."
 554,"*č́ʷə (/*ǯ́ʷə)",1760,"brother","","","šə","q:ʷa-š","ǯ́ə-λá","    PAK \I*čə.\i Kab. \Iq:ʷa-š\i < \I*q:ʷá-čə\i 'son+brother', cf. Ad. \Iq:ʷaš\i 'own brother, brother having the same family name'. Reason for voicing *č́ʷ > *č́ > ǯ́ in the Ub. form is not quite clear (cf. perhaps the irregular voicing in plural in PN?). §    PAT \I*aš́a\i 'brother' should be kept separate and traced back (together with Ub. \I-λa\i) to another PWC root, \I*λ́a\i q.v."
 555,"*q:ʷa ( ~ qʷ-)",1764,"son","","","q:ʷa","q:ʷa","qʷa","    PAK \I*q:ʷa;\i Ub. def. \Iá-qʷa.\i Dumézil 1932, 124-125 compares also Abkh. \I*ʕʷə\i 'man', which we prefer to relate to Ub. \Iʁʷa\i 'self' (see WC \I*ʁʷV\i). See Shagirov 1, 231."
 556,"*b-č̣́a",1769,"guest","","","ħāč̣́a","ħaṣ́a","pč̣́a","    PAK \I*ħa-č̣́á.\i The component \I*ħa-\i is not clear etymologically (perhaps related to another PEC root for "guest", \I*χ̲alHV?\i). Still the relationship between the AK and Ub. words can not be debated, and Trubetzkoy's (1921) hypothesis about PAK \I*ħ��̣́a\i being borrowed from Iranian \I*haxay\i 'friend' is absolutely groundless."
 557,"*c̣ʷV",1778,"1 to get sour 2 sour","a-č̣̌-rá 1","č̣č̣ʷ-ra 1","ṣ́ʷa-ʡʷə-n 1","f̣a-ʡʷə-n 1","ʒʷa-q̇(ə́) 2","    PAT \I*c̣ʷə\i / \I*c̣ʷəc̣ʷə\i (cf. also Abkh. \Ia-r-č̣̌ə́,\i \Ia-č̣̌əč̣̌ə́\i 'sour', Abaz. \Ič̣ʷ-q̇́á\i 'sour'); PAK \I*c̣ʷa-ʡʷə-\i ( = Ub. \Iʒʷa-q̇ə,\i Abaz. \Ič̣ʷq̇́á).\i Ubykh has voiced ʒʷ- instead of *c̣ʷ as a result of dissimilation.     §    See Shakryl 1968, 85, Abdokov 1973, 32, 72, Shagirov 2, 102.     §    [NB: The common WC form \I*c̣ʷVq̇́ʷV\i (-q̇ʷV) may be analyzed as containing an adjectival suffix, but also may partly reflect another NC root, well reconstructed for PEC as \I*c̣̲eḳwV\i (q.v.).; see Абдоков 1983, 151.]"
 558,"*ʁʷəmə ( ~ Gʷ-)",1782,"thick (of objects with circular surface)","","","ʁʷəmə","ʁʷəm","","    PAK \I*ʁʷəmə́.\i Shagirov's (1,137) attempt to analyse the PAK form as 'board' (PWC \I*Gʷə,\i not retained in AK) + 'thick' (\I*mə,\i a root which does not exist) was certainly unsuccessful."
 559,"*pəśə ( ~ -š-)",1786,"fat, thick","a-psə́la","psəla","","","","    PAT \I*pəśə-la\i (cf. also Bzyb. \Ia-pśə́la\i). The word is an instrumental derivative from a non-attested noun \I*pəśə\i 'fat' (\I*pəśə-la\i 'with fat')."
 560,"*p(ə)c̣V",1787,"naked","","","ṗc̣āna","ṗc̣āna","-ṗc̣ə","    PAK \I*ṗc̣a-ná.\i The root is also used in compounds \I*λa-ṗc̣á\i 'bare-footed' (Kab. \Iλāmc̣a\i / \Iλāṗc̣a,\i Ad. \Iλāṗc̣a)\i = Ub. \Iλa-ṗc̣ə́\i and \I*śħa-ṗc̣á\i 'bare-headed' (Kab. \Iśħamc̣a\i / \Iśħaṗc̣a,\i Ad. \Iśħāṗc̣a\i) = Ub. \Iša-ṗc̣ə́.\i     §    Shagirov (2,49-50) proposes to compare PAK \I*ṗc̣a\i rather with Ub. \Iṗć̣a\i 'clean' (thus considering Ub. \I-ṗc̣ə\i a loan from Ad.). This seems to us less likely, because Ub. \Iṗć̣a\i has a different etymology (see PWC \I*ṗəźV\i 'clean'), and we prefer to follow Abdokov (1973, 57, 65)."
 561,"*zʷa",1789,"to boil","a-ž̌-rá","žʷ-ra","ź̌a-n","va-n","zʷa-","    PAT \I*zʷə-\i (cf. also Bzyb. \Ia-ź̌-rá\i); PAK \I*zʷa-.\i See Shagirov 1, 106 (with literature)."
 562,"*ṭV / ṭVṭV",1693,"1 wet, liquid 2 soft","a-ṭáṭa 2","ṭaṭa 2","ṭāṭa 2","ṭāṭa 2","ṭə 1","    PAT \I*ṭaṭa,\i PAK \I*ṭaṭá.\i Cf. also the verbal usage: PAT \I*ṭ:a-\i (with expressive gemination), PAK \I*ṭaṭə-\i 'to flow, pour (as a thick mass)' (Abkh. \Ia-ṭ:a-rá,\i Abaz. \Iṭ:a-ra,\i Ad., Kab. \Ijə-ṭaṭə-n\i)."
 563,"*č́əga ( ~ -k:-)",1796,"to starve, be hungry","a-č́ga-rá","č́ga-ra","","","","    PAT \I*č́əga-.\i"
 564,"*p(ə)č́a-",1801,"fat, thick","","","pš́ar","pšar","","    PAK \I*pč́árə.\i Final *-rə may be a suffix (cf. an analogical suffix in the PA form), but the root \I*pč́a-\i has no parallels in other WC languages: the comparison with PAT \I*pəśə-la\i 'fat' (see Shakryl 1968, 29; Abdokov 1973, 16, 21, 27; Shagirov 2, 29) can not be accepted for phonetic reasons (the correspondence PAK *č́ : PAT *ś does not exist)."
 565,"*gV ( ~ *ǵ-)", 224,"to twist, spin (thread)","","","ǯ́ə-n, ǯ́a-n","ǯə-n, ǯa-n","","    PAK \I*gə-\i (trans.), \I*ga-\i (intrans.)."
 566,"*q̇IʷV", 296,"1 to bend 2 hooked, curved","a-χʷa-rá 1","qʷa-ra 1","q:ʷā-š́a 2","q:ʷā-nš́a 2","q̇Iʷə- 1","    PAT \I*qʷa-;\i PAK \I*q:ʷa-(n\i)č́á (a compound with \I*č́V\i 'bend', see Shagirov 1, 230); Ub. \Ia-q̇Iʷə́-n.\i The root can be also reduplicated: PAT \I*qʷaqʷa\i 'hooked, curved' (Abkh. \Iá-χʷaχʷa,\i Abaz. \Iqʷaqʷa\i); Ub. \Iq̇Iʷə́q̇Iʷə-\i (\Isə-q̇Iʷə́q̇Iʷə-n\i) 'to squat, huddle up'.     §    The comparison of PAT *qʷa- and PAK *q:ʷa- belongs to Abdokov (1973,55), and is certainly better than Klimov's (1967, 306) comparison of PAT \I*qʷa-\i with PAK \I*wə-xʷa-\i 'to bend' (absolutely impossible phonetically). Abdokov adds also Ub. \Iq̇ʷarṭa-\i (\Isə-q̇ʷarṭá-n\i) 'to bend, be(come) crooked', but for phonetic reasons it seems better to choose Ub. \Iq̇Iʷə-\i 'to bend' (thus following Shagirov 1,230). [Shagirov compares also Abkh. \Ia-r-q̇ʷ-ra\i 'to bend (trans.), Abaz. \Ičə-na-r-q̇ʷ-ra\i 'to bend', but this is a misunderstanding: the root here is PAT \I*q̇ʷə\i 'to lower, go down', and the meaning 'bend' is metaphorical (applied to fortune, circumstances and the like).] §    Besides PWC \I*q̇IʷV-\i the WC languages also reflect a phonetically close variant: \I*q̇́IʷV-,\i present in a compound \I*q̇́IʷV-rṭV\i / \I*q̇́IʷV-nṭV:\i Ub. \Iq̇ʷarṭá-\i (see above), PAK \I*ʡʷanṭa-\i / \I*ʡʷarṭa-\i (Ad. \Iʡʷanṭa-,\i Shaps. \Iʡʷarṭa-\i 'to bend, crook', Kab. \Iʡʷanṭa-\i 'to twist')."
 567,"*λʷa",1803,"straight, even","a-jáša","ra-jša","zā-fa","zā-xʷa","sʷa-x","    PAT \I*jV-ša\i (with a pronominal or reciprocal prefix); PAK \I*za-xʷá\i (on the etymology of the first part see Shagirov 1, 204). The correspondence PAT *š : PAK *xʷ : Ub. sʷ points unambiguously to PWC *λʷ. Cf. also PAK \I*xʷá-da\i (Ad. \Ifad,\i Kab. \Ixʷada\i) 'similar, equal' (despite Dumézil 1932, 92; 1963, 14-15; Kuipers 1960, 113; Shagirov 2, 106 PAK \I*xʷa-\i here can hardly be analyzed as a version prefix; the semantic correlation 'straight' - 'similar, equal' is quite natural)."
 568,"*ɣ́V",1804,"right","a-r-ʁ́a","aʁ́-ma","ǯ́ā-bʁʷ","jə-ź","ź-q̇a / ź-ʁa","    PAT \I*aʁ́a;\i PAK \I*ž́V.\i Ad. has a secondary affricate (cf. Bzhed. \Iž́ā-bʁʷ\i); the Ad. form \Iǯ́ā-bʁʷ\i is a compound with \I-bʁʷə\i 'side, edge' (cf. Kab. \Ijəźə-rā-bʁʷ\i 'right side'). In Kab. jə- is a pronominal prefix. See Shagirov 1, 183-184."
 569,"*q:ə",  21,"to be benumbed,dumbfounded (by cold,surprise etc.)","","","q:ə-n","q:ə-n","q(ə)-","    PAK \I*q:ə-\i (see Kuipers 64); Ub. \Isə-qə́-n.\i In Shapsugh the verb also means 'to harden' (which may be a contamination with another WC root, \I*q:ʷa\i q.v.)."
 570,"*q:ʷa / *q:ʷVq:ʷa",1810,"hard","á-ʁʷʁʷa","","","","qʷa","    Cf. also Ub. \Iqʷa-\i (\Ia-qʷá-n\i) 'to harden'. The Abkh. form is reduplicated ( < PAT \I*ɣʷəɣʷa\i)."
 571,"*pVŁ́V",1811,"1 hard, firm 2 stingy, miserly 3 proud, arrogant","a-baʁ́á 1","baʁ́a 1,2","pāɣa 3","pāɣa 3","ʁabə́ 1","    PAT \I*baɣ́a;\i PAK \I*paɣá;\i in Ub. - a metathesis (\Iʁabə́\i < \I*baʁə́\i). Semantically and phonetically the forms are very close, and the correspondence PAT *ɣ́ : PāK *ɣ : Ub. ʁ points to the PWC palatalised lateral *Ł́. Therefore Shagirov's explanation of the Adygh form as \I*pa\i 'nose' + \I*bɣə\i 'mountain' is hardly acceptable (although an analogy with \I*pa\i 'nose' is possible)."
 572,"*s-xʷə",2320,"five","χʷ-ba","χʷ-ba","tfə","txʷə","š́xə","    PAT \I*xʷə-\i (cf. also Bzyb. \Ixʷ-ba\i); PAK \I*txʷə.\i An initial cluster must be with a sibilant must be reconstructed for PWC (it has been regularly simplified in PAT, and changed to *txʷ and *š́x in PAK and Ub. respectively)."
 573,"*ƛ́ʷV",2321,"six","f-ba","c-ba","xa","xa","fə","    PAT \I*čʷə\i (accounting for the specific correspondence Abkh. f : Abaz. c); PAK \I*xa\i (cf. also \I*xə\i 'six times' > Ad., Kab. \Ixə\i). The correspondence PAT *čʷ : PAK *x : Ub. f points to the PWC lateral affricate *ƛ́ʷ."
 574,"*bəĹə",2322,"seven","bž́-ba","bəž́-ba","bLə","bLə","bLə","        PAT \I*bəž́ə;\i PAK \I*bLə.\i See Trubetzkoy 1922, 236."
 575,"*b-ć̣ʷə",2325,"ten","ž̌a-bá","žʷa-ba","ṗṣ́ə","ṗṣ́ə","žʷə","    PAT \I*žʷa\i (cf. also Bzyb. \Iž̌a-bá\i); PAK \I*ṗć̣ə.\i     §    A complicated case. PAK \I*ṗć̣ə\i can only go back to PWC \I*P-ć̣ʷə\i (a form which obviously corresponds to EC, see Trubetzkoy 1930, 82). The Ubykh form can go back to a voiced variant \I*źʷə;\i but the PAT form needs a more complicated explanation, if it belongs here at all: it may also reflect a secondarily voiced PWC variant \I*(b)-ʒ́ʷV\i > PAT \I*ža,\i with labialisation under the influence of PAT \I*zʷə\i 'nine' (\I*ža\i > \I*žʷa\i ).     §    The hypothesis of uniting all three forms (PAT, PAK and Ub.) belongs to Abdokov (1973, 66). One can either accept it (with the complicated explanation presented above), or else separate the Ub. and Abkh. forms under a distinct protoform, PWC \I*ž́ʷV\i (since *ž́ʷ regularly gives PAT *žʷ and Ub. žʷ). However, Shagirov's attempt to unite Abkh. \Iž̌-ba\i 'nine' and \Iž̌a-ba\i 'ten' (Shagirov 1, 80-81) is certainly untenable: in the Bzyb. dialect they are opposed as \Iź̌-ba\i vs. \Iž̌-ba\i and go back to different PAT forms (\I*zʷə\i and \I*žʷa\i respectively)."
 576,"*š́ʷV",2327,"hundred","š̌-ḳə","šʷ-ḳə","śa","śa","šʷa","    PAT \I*šʷə\i (with a singulative suffix -ḳə); PAK \I*śa.\i"
 577,"*sʷV",2289,"you (2d p. plur.)","š̌a-rá","šʷa-ra","ś̌a","fa","sʷə-ʁʷá","    PAT \I*sʷa-\i (cf. also Bzyb. \Iś̌a-rá\i); PAK \I*sʷa.\i"
 578,"*čʷə",2291,"for oneself (prefix of the subject version)","č(ə)-","č(ə)-","","","","    PAT \I*čə-.\i"
 579,"*wə",1826,"to do, to make","a-w-rá","","wə-","wə-","w(ə)-","    In PAK (\I*wə-)\i and Ub. the root is used as a verbal prefix or first part in verbal compounds meaning 'to do, to make'. Cf. also nominal compounds: Ub. \Išʷə-wá\i 'deed, thing', PAT \I*wə-sə\i (Abkh. \Ia-wə́s,\i Abaz. \Iwəs\i) id."
 580,"*xV ( ~ ƛ-)",1827,"to be, become","-χa-","-χa-","","","š́ə-","    PAT \I*-xa-\i (Bzyb. \I-xa-\i), used in compound verbs (cf. Abkh. \Ia-pśa-rá\i 'to have a price' - \Ia-pśa-xa-rá\i 'to become a price'; Abaz. \Ibargʷə\i 'difficult' - \Ibargʷ-χa-ra\i 'to become difficult' etc.; in Abaz. there occurs also a variant \I-χ(ə\i)-, cf. \Ibá-χ-ra\i 'to dry, become dry' etc.). Ub. \Isə-š́ə́-n.\i §    Shagirov (1,280;2,108) compares (with some doubt) Ub. \Iš́ə-\i with PAK \I*śə-\i (apparently used in some compounds with the meaning 'to become'), but concedes himself that phonetically such a comparison is impossible. Despite Dumézil  1938, 74 and Shagirov 2, 113, PAT \I*-xa-\i can not be related to PAK \I*χʷə-\i 'to  become' (for phonetic reasons)."
 581,"*χa ( ~ χ́-, χI-)", 221,"to hang","a-ḳná-ħa-ra","ḳnə-ħa-ra","","","","    PAT \I*ħa-\i (used only with preverbs)."
 582,"*kə ( ~ ḱ-)",1831,"to step","","","","čə-n","","    PAK \I*kə-\i (see Kuipers 1975, 49)."
 583,"*λ́ʷV",  64,"to go down, lower oneself","","","ja-xə-","ja-xə-","šʷa-","    PAK \I*ja-xə-\i (with a pronominal prefix *ja-); Ub. \Isə́-šʷa-n.\i The Ad. root may be alternatively compared with the Adygh noun \I*xə\i 'bottom' q.v. (see Yakovlev 1941, 210), but the latter seems to have a separate EC parallel. Despite Shagirov (1,178), however, Ub. \Iχa\i 'bottom' can be connected neither with PAK \I*ja-xə-,\i nor with PAK \I*xə\i 'bottom'."
 584,"*ǴʷV",1836,"to steal","a-ʁ́ə́-č́-ra","ʁə́-č́-ra","tə-ʁʷa-n","də-ʁʷa-n","","    PAT \I*ɣə-č́ə-\i (a compound with an unclear second part); PAK \I*t:ə-ʁʷa-.\i See Rogava 1956, 39, Shagirov 1,154 (despite these authors, Ub. \Iwəć(ə\i)- 'to steal' can hardly be related, for phonetic reasons). The nature of initial *t:ə- in PAK, as well as of *-č́ə in PAT, is not yet clear."
 585,"*ʒ́V",1837,"1 to hide, conceal 2 secret","a-ʒa-rá 1","ʒa-ra 1","","bzə-ṣ́ə-n 1","wa(n)ʒ́á 2","    PAT \I*ʒ́a-\i (cf. also Bzyb. \Ia-ʒ́a-rá\i), \I*ma-ʒ́a\i 'secret' (Abkh. \Iá-maʒa,\i Bzyb. \Iá-maʒ́a,\i Abaz. \Imaʒa\i). In Ub. variants \Iwa(n)ʒ́á\i and \IwIa(n)ǯá\i are attested; wa- here can be treated as a prefix meaning 'to do, execute'. The Kab. word means literally 'to make (-ṣ́ə-n) a secret (bzə-)'. See Shagirov 1,97. §    PAT \I*ʒ́a-\i can, in fact, reflect a merger of two WC roots: cf. also \I*ć:ə-\i > Ub. \Iwə-ćə-\i 'to steal' (perhaps also -pś- in Kab. \Iʁa-pś-ḳʷə-n\i 'to hide'?)."
 586,"*ć:ə",1840,"to steal","","","","","wə-ć(ə)-","    Ub. \Isə-wə-ćə́-n,\i plur. \Iḱa-ć(ə\i)-. On a possible PAT parallel (\I*ʒ́a-\i) see under PWC \I*ʒ́V-.\i"
 587,"*[ć̣]əʁa-",1843,"to ask","a-c̣ā-rá","c̣ʕa-ra","","","ʒʁa-","    PAT \I*ć̣əʕa-\i (cf. Bzyb. \Ia-ć̣ā-rá\i); Ub. \Isə-ʒʁá-n.\i The word is obviously connected with EC forms like Av. \Ic̣eχ:é-ze\i etc., thus a hissing Anlaut is probable for PWC. We may assume that Ub. \Iʒʁa-\i is a modification of \I*ʒ́ʁa-\i (since Ub. ʒ́ does not occur in any consonant clusters), which, in its turn, is assimilated from \I*ć̣(ə)ʁa-.\i"
 588,"*q̇ʷa ( ~ *q̇Iʷa)",1846,"to walk","a-nə́q̇ʷa-ra","nəq̇ʷa-ra","","","","    PAT \I*nə-q̇ʷa-\i (nə- is a preverb denoting motion away from the speaker)."
 589,"*š́ʷa",1848,"1 price 2 to pay","a-š̌a-rá 2","šʷa-ra 2","","","šʷa 1","    PAT \I*šʷa-.\i"
 590,"*śV ( ~ š-)",1849,"to touch","a-ḳ́ə́-s-ra","q́ə-s-ra","na-sə-n","jaʡʷə-sə-n","","    PAT \I*śə-\i (used only with preverbs; cf. also Bzyb. \Ia-ḳ́ə́-ś-ra\i); PAK \I*sa-\i / \I*sə-\i (also with preverbs). §    See Shakryl 1968, 73, Abdokov 1973, 53, Shagirov 1, 180."
 591,"*čʷV",1851,"to take, carry","","","š́a-n","ša-n","","    PAK \I*č́a-\i (also \I*č́ə-\i with some preverbs). See Shagirov 2, 137-138. The PWC reconstruction is tentative (because of the absence of AA and Ub. cognates); PAK *č́ can go back to PWC *čʷ, *č́ or *ƛ́."
 592,"*q:V (~q́:-,q́I-)",1853,"to pull, drag","á-χa-ra","a-q-ra","","","","    PAT \I*qV-\i (cf. also Bzyb. \Iá-χa-ra\i)."
 593,"*da-",1854,"1 to choose, pick out 2 to put through, to string","a-ḳə́l-da-ra 2","ḳəl-da-ra 2","xa-da-n 1","xa-da-n 1","","    PAT \I*-da-\i (only with preverbs; cf. also Abaz. \Iaz-da-ra\i 'to gather' (*'to pluck, pick together'); PAK \I*-da-\i (with the preverb \I*xa-\i "group, mass"; see Kuipers 1975, 16)."
 594,"*ɣʷa- ( ~ *Gʷ-)",1855,"to plough (*'pull the plough')","á-č̌a-ʁʷa-ra","čʷa-ʁʷa-ra","","","","    PAT \I*cʷa-ɣʷa-\i (etymology of the first part see under PWC \I*c:ʷa\i). Besides this compound cf. perhaps also Abaz. \Ir-ʁʷʁʷa-ra\i 'to stretch' (although it may be also analyzed as a derivate from \Iʁʷʁʷa\i 'straight, even')."
 595,"*χʷaǯ́ə-",1857,"to change","","ħʷaǯ́-ra","χʷaž́ə-n","χʷažə-n","","    PAK \I*χʷaǯ́ə-.\i Ub. \Iχʷáž́ə-\i (\Ia-s-χʷáž́ə-n\i) 'to change' should be considered as a loan from Adygh."
 596,"*tχʷV",1859,"1 to rake up, shovel up 2 to tear off, tear away","ajzə́-ħʷħʷa-ra 1","az-ħʷħʷa-ra 1","tχʷə-n 1","tχʷə-n 1","tχʷ(ə)- 2","    PAT *ħʷa (with emphatic gemination, used only with reciprocal and versional prefixes); PAK *tχʷə-. The Ub. stem is used only with preverbs (ja-tχʷ-, ʁa-tχʷ- etc., see Vogt 191), and is somewhat dubious semantically.     See Abdokov 1973, 68; Shagirov 2, 78."
 597,"*q:IʷV",1869,"to run","á-ʕʷ-ra","ʕʷ-ra","","","qIa-","    PAT \I*ʕʷə-;\i Ub. \Isə-qIá-n\i (with secondary delabialisation)."
 598,"*č́:ʷa",1871,"1 to run 2 to walk uncertainly","","","ča-n 1","ža-n 1","ḳ́á-č́a- 2","    PAK \I*č:a-;\i Ub. \Isə-ḳ́á-č́a-n.\i The Ub. verb is a compound with \Iḳ́a-\i 'to go, walk'. For phonetic reasons the comparison of PAK \I*č:a-\i and Ub. \I-č́a-\i (pointing to PWC \I*č́:ʷa-\i) is preferable to other comparisons: PAK \I*č:a-\i and Ub. \Ižaja\i 'swift' (Mészáros 1934, 326); PAK \I*č:a-\i and PAT \I*ća-\i 'to go' (Shagirov 1, 193)."
 599,"*q́:Ia ( ~ *q̇́Ia)",1879,"to raise, to lift","","","ʡa-tə-n","ʡa-tə-n","q̇á-śa-","    PAK \I*ʡa-tə-;\i Ub. \Ia-s-q̇á-śa-n.\i Both PAK and Ub. reflect compounds with unclear second components. Since, despite Dumézil (1932, 107-108), PAK *t can not correspond to Ub. ś, we have to admit that the meaning 'to lift, raise' is here expressed by the component PAK \I*ʡa-,\i Ub. \Iq̇a-\i < PWC \I*q́:Ia-\i (or \I*q̇́Ia-\i), which must be therefore distinguished from the homonymous PWC root for 'hand' (q.v.)."
 600,"*(b)zʷə",1882,"to melt, thaw","","","źʷə-n","və-n","bž́(ə)-","    PAK \I*zʷə-;\i Ub. \Isə-bž́ə́-n.\i Initial b- in Ub. is an old prefix; \Ibž́ə-\i < \I*bźʷə-\i < \I*bzʷə-\i (with a regular dissimilative delabialisation after b-)."
 601,"*c̣ʷV",1883,"to weep, cry","a-č̣̌ə́-wa-ra","č̣ʷu- / č̣ʷəwa-ra","","","c̣ʷa-","    PAT \I*c̣ʷə-wa-;\i Ub. \Isə-c̣ʷá-n.\i"
 602,"*ḳə", 570,"to catch, hold, grab","a-ḳ-rá","ḳ-ra","","","","    PAT \I*ḳə.\i"
 603,"*źV",1888,"1 to be ill, sick 2 illness, disease","a-č́ə́ma-zaʕʷ-1","zʕʷa 2","wəzə 2","wəz 2","źa-ʁʷá 2","    PAT \I*zVʕʷV;\i PAK \I*wə-zə\i (*wə- is a frequent verbal prefix). For PWC we can also reconstruct a compound \I*źV-ʁʷV\i (besides the listed forms cf. also Kab. \Iwəzəʁʷa\i = \Iwəzə\i); the second part (*-ʁʷV) is not quite clear etymologically (it can be attributed to several PWC roots)."
