"NUMBER","PROTO","PRNUM","MEANING","CHIN","CHINNUM","TIB","BURM","KACH","LUSH","LEPCHA","KIR","KIRNUM","STLSNUM","COMMENTS"
2500,"*ŋet",1230,"thirst, want","",   0,"","\Iŋat\i to thirst, be thirsty, long for.","","\Iŋiat\i to demand, want, wish for.","","",   0,   0,""
2501,"*ŋ(j)ă", 668,"fish","魚 \I*ŋha\i fish.",2421,"\Ińa\i fish.","\Iŋah\i fish, LB \I*ŋhax\i.","\Iŋa\H3\h\i fish.","\Iŋha\i fish, KC \I*ŋha\\i.","","\I*ŋə̀\i",  83,1225,"PG \I*tàrŋa\i; BG: Garo \Ina-tŏk\i, Bodo \Iŋa ~ na\i, Dimasa \Ina;\i Chepang \Iŋa ~ nya\i; Tsangla \Iŋa\i; Moshang \Iŋa'\i; Namsangia \Iŋa\i; Kham \Iŋā̀\HL\h;\i Kaike \Iŋā;\i Trung \Iŋa\H1\h-plăʔ\H1\h.\i Simon 13; Sh. 36, 123, 407, 429; Ben. 47; Mat. 192; Luce 2."
2502,"*ŋjaw ( ~ -ɨ-)",   0,"bad smell","",   0,"","\Ihńaw\i to smell offensively.","\Isəŋau\H1\h\i scent, smell, as from anything boiling, frying or singeing.","","","",   0,   0,"Mat. 169. IP"
2503,"*ŋjuāl",   0,"lie","臥 \I*ŋhōjs\i lie down, sleep.",1055,"\Ińal\i (p. \Ińol\i) lie down, to sleep; \Isńol\i (p., f. \Ibsńal\i) to lay down, to bed.","","","","","",   0,1246,"Luce 4."
2504,"*ŋ(j)on",   0,"visible, point out","",   0,"\Imŋon-pa\i conspicuous, visible, evident.","\Ihńwan\i to point out.","","","","",   0,   0,"Luce 55. Cf. Austric: PAA *nVŋ 'look; show', PAN *neŋneŋ 'stare, look'."
2505,"*ŋj[o]t",   0,"bend, be bent","",   0,"","\Ińwat\i to bend, to bow, as the head, \Ihńwat\i to be bent.","(H) \Ikəŋat\i be bent, as the head forward.","","","",   0,   0,""
2506,"*ŋō (-t)",   0,"exterior, face","外 \I*ŋōts\i outside, external.", 226,"\Iŋo, ŋos\i face, countenance, air, look.","","","","","",   0,   0,"PG \I*ŋo\HL\h\i forehead; Kham  \Inā̀\HL\h\i; Almora (Byangsi) \Iŋo-\i face. Sh. 139."
2507,"*ŋoj",   0,"cunning, deceive","偽 *ŋ̲ojs to cheat, deceive.",1942,"\Irŋo-ba\i to be able; \Irŋod-pa\i to deceive.","","","","","",   0,   0,"Gong 71."
2508,"*ŋō̆j (~-ō̆l)",   0,"high, rise","嵬 \I*ŋūj(ʔ\i) high and rocky, 魏 \I*ŋuj(s\i) high.",6642,"","\Iŋwah\i be large, great, be high, to project prominently above and beyond others.","(H) \Iŋoi\i to rise, as a hill.","","","*ŋo- (?)", 967,1040,""
2509,"*ŋok (~ -ɨk, -uak)", 747,"rump, hump","",   0,"\Irŋog\i the hunch or hump of an animal; the mane of horses.","","\Iu\H2\h-čiŋŋo\H3\h\i, (H) \Ičəŋo\i the rump of a bird (or (H) \Iməŋu\i the lower part of the spinal chord).","","","",   0, 250,"Cf. Manipuri ŋak-som 'neck'. Cf. \X<0.2736>*ŋoŋ\x."
2510,"*ŋŏŋ / *ŋŏk",   0,"foolish, deaf","頑 *ŋrōn stupid, foolish",3318,"","","\Iŋok\H2\h\i be foolish.","\Iŋoŋ\i (\Iŋon\i) be deaf; slow of understanding.","","",   0,   0,"Cf. Austric: PAN *beŋaŋ, -ŋaŋ 'disconcert, confuse', *Renek 'silent, taciturn', PAA *ŋVŋ 'dumb', *ŋVk 'stupid'"
2511,"*ŋ[ŏ]r",   0,"disease","",   0,"","\Iŋanh\i tropic fever.","\Iŋan\H3\h\i a disease (possibly from Burm.).","\Iŋor\i any chronic or wasting disease.","","",   0,   0,"Cf. Austric: PAN *ŋulŋul 'arthritic or rheumatic pain', PAA *ŋVr 'cold'."
2512,"*ŋ[ū]t",   0,"shake, wag","扤 \I*ŋ̲ūt\i shake, move.",5433,"","","\Iŋat\H2\h\i to wag, as a dog's tail, to vibrate.","","","",   0,   0,""
2513,"*ŋūt",   0,"stump, tree trunk","杌 \I*ŋ̲ūt\i tree trunk without branches.",5491,"","\Iŋut\i to rise slightly above the ground, stay (of a tree stump, ruins etc.).","","","","",   0,   0,"Cf. also OCh. 蘗 \I*ŋ̲āt\i stump of a tree, shoots from stump of a tree. See Luce 50."
2514,"*ŋə̆w",   0,"monkey","禺 \I*ŋ̲os\i mohkey.",1385,"","","","\Iŋau\i the grey monkey.","","",   0,   0,""
2515,"*ŋăkʷ", 943,"ague","瘧 \I*ŋhakʷ\i ague.",3515,"","\Ihŋak\i (\Ihŋak-phja\i) the pestilential influence of miasma, malaria.","","","","",   0,   0,"Luce 66."
2516,"*ŋ(r)ăn (/ -ɨ̆n; ~-ł)",   0,"pleasant, content","言 \I*ŋ̲ən\i contented, 誾 \I*ŋ̲rən\i affable, reasonable, 唁 \I*ŋ̲rans\i condole, console.",7321,"","","\Iŋon\H1\h\i be pleasant, agreeable, (H) \Išəŋon\i to amuse.","","","",   0,   0,""
2517,"[*ŋrāw]",   0,"bite","咬 \I*ŋhrāwʔ\i (\I~-ēw\i\Iʔ\i ) bite, gnaw.",1144,"","","","","","",   0,  61,"Chepang \Ingaawh\i; Ao Naga *ŋu. Bod. 59"
2518,"*ŋrej (~ -ə-)",   0,"satiate, be tired of","",   0,"","\Iŋrih\i miss, annoy.","","\Iŋei\i to nauseate, satiate, make one feel sick; to be fed with, be tired of.","","",   0,   0,""
2519,"*ŋ(r)ōk (~-ūk)",   0,"mountain","嶽 \I*ŋrōk\i mountain, peak.",4410,"\Iŋogs\i mountain-side, slope, bank, shore.","","","","","",   0,   0,"Sh. 37. Cf. PAA *ŋVk 'mountain'."
2520,"*ŋrəw",   0,"blue, green, light colour","",   0,"\Isŋo\i blue, green; \Isŋo\i, \Isŋod\i (p. \Ibsŋos,\i f. \Ibsŋo\i, i. \Isŋos\i) to become green, blue.","\Iŋrəw\i dark in colour, LB \I*sŋLəw\i.","","\Iŋo\î white, fair, of a light colour.","","",   0,1112,"Sho \Inau\i green; Thado \Iŋou\i clean; Bete \Iəŋoi\i yellow. Ben. 66\I.\i ? Cf. PAA *ŋa:r 'green, red'."
2521,"*ŋrɨā",1119,"tooth, tusk","牙 \I*ŋrā\i tooth, ivory.", 157,"","","","\Iŋho\î a tusk, a fang, a tush.","","\I*ŋV-\i", 777,1311,"Taungthu  \Itəŋa\i  tooth. Ben. 137."
2522,"*[ŋ]u (~ -iw, -əw)",   0,"leprosy","",   0,"\Irŋo\i a k. of leprosy.","\Inu\i leprosy.","","","","",   0,   0,""
2523,"*ŋ[u]a", 542,"gamester, guard","虞 \I*ŋʷa\i gamester; forester.",3192,"","","\Iləŋa\H2\h\i a guard, a sentry, a watchman.","","","",   0,   0,""
2524,"*ŋ(ɨ)am",   0,"majestic","嚴 \I*ŋam\i stern, magestic, grave; respect, reverent, 儼 \I*ŋamʔ\i dignified.",4973,"\Idŋom\i brightness, splendour, \Irŋam\i  splendour, magnificence, majesty.","\Imuŋ-ŋam\i majestic.","","","","",   0,   0,"  Luce 41; Peiros-Starostin 219."
2525,"*ŋuap", 108,"cousin","",   0,"","","","","\Iă-ŋop\i levirate or sororate spouse (marrigeable affinal kin)","\I*ŋòp-cə̀\i",  88,   0,"Bahing \Iŋwap\i cousin. Ben. 50."
2526,"*ŋŭk", 942,"bow, bend","",   0,"","\Iŋəuk\i to drop, bow, as the head, to stoop.","\Iŋuʔ\H3\h\i to drop, bow, as the head (possibly from Burm.), (H) \Iŋu,\i \Iŋuk\i.","","","",   0,   0,""
2527,"*ŋūk",   0,"grunt","",   0,"\Iŋug-pa\i (Ts) to grunt, to snore.","","","\Iŋūk\i to grunt.","","\I*ŋok\i",  90,   0,"Sh. 36."
2528,"*ŋūm",   0,"root of the tail","",   0,"","","(H) \Ičəŋum\i the root of the tail; the end vertebra of the spinal chord.","\Iŋūm\i the lower part of the spine; the tail of a bird without the feathers.","","",   0,   0,""
2529,"*ŋŭp ( ~ ɨ̆p, -uap)",   0,"inhale","吸 \I*sŋəp\i (\I ~ xəp\i) inhale.", 519,"\Irŋub\i (p. (\Ib\i)\Irŋubs,\i f. \Ibrŋub,\i i. \Irŋubs\i  to draw in (air)).","","","","","",   0,   0,"Simon 22; Peiros-Starostin 213; Coblin 98. Cf. Austric: PAA *səNʔa:p, PAN *qaŋab, Tai *hŋap 'yawn, open the mouth wide'."
2530,"*ŋŭr",   0,"growl","",   0,"\Iŋur\i to growl (of pig), to grunt, \Isŋur-ba\i to snore.","","\Iŋun\H2\h\i to growl, murmur, grumble.","\Iŋur\i to growl, growl at; to snarl; grumble.","\Injŭr,\i \Injir\i to growl as dog, tiger; \Injór\i to grunt, to groan or moan in sleep","\I*ŋar\i",  86,   0,"Mikir \Iŋur\i. Sh. 409."
2531,"*ŋʷə̆",   0,"bull, cow","牛 \I*ŋʷə\i bull, cow, ox.", 158,"","","\Iŋa\H1\h\i cattle, a taurus.","","","",   0,   0,"Moshang \Iŋa\i; Rawang \Iŋwa ~ ŋa ~ nwa\i, Trung \Inuŋ\H1\h-ŋwa\H2\h\i yellow buffalo. Sh. 429; Ben. 50."
2532,"*ŋʷā",   0,"cry, shout","吳 \I*ŋʷā\i shout.", 511,"\Iŋa-ro\i a loud voice, a cry.","","","","","",   0,   0,"Cf. \X0*ŋăH\x speak."
2533,"*ŋʷăH",   0,"much, abundant","麌 \I*ŋ̲ʷaʔ\i numerous.",7932,"","\Iŋaʔ\i be enough for all, on equal distribution, \Ihŋaʔ\i to distribute among all.","(H) \Išəŋa\i to fulfill (cf. \Iŋa\H2\h\i to exist).","\Iŋā\i be in abundance, \Iŋaʔ\i have much.","","",   0,  15,"Cf. (?) Khoirao (Naga) ŋai 'all', Tib. Jirel ga.L1=ŋe.L1 id.; Haka ŋan 'big'."
2534,"*qālH",1172,"back, small of the back","荷 \I*g̲ājʔ\i carry on the back.",2327,"\Ikhal\i\i burden, load, \Isgal\i load; the small of the back; the croup, crupper; cf. also \Ikhel,\i \Iãkhel\i (p. \Ikhel\i) to load upon, \Iãgel\i (p. \Ibkal,\i f. \Idgal,\i i. \Ikhol\i) to load, to lay on a burden.","","(H) \Ikan\i to put, or be on the back.","\Iēl\i the part of the back behind the abdomen.","","",   0,   0,"Tiddim \Ixāl\i groin (?); Garo \Idźaŋ-gal\i back, PG \I*ko\HL\h\i id. Cf. also Tib. \Igan-(r)kjal\i supine, lying on the back. Ben 18; Peiros-Starostin 216."
2535,"*qə̆p",   0,"give, supply","給 \I*kəp\i furnish, supply, give.",2733,"","\Iap\i to commit, deliver, hand over.","(H) \Iap\i to hand over ( < Burm.).","","\Ikjep\i to add to, to multiply, to extend, to enlarge, to magnify; \Igjap\i many","\I*kä́p\i ( ~ ʔk-)", 161, 607,"Cf. also BG *gap- 'full', Aka guw, Yimchungli Naga khi id."
2536,"*qāt", 491,"cut, cleave","割 \I*kāt\i cut; destroy, destruction.",2437,"\Iãgas\i (p. \Igas\i) to be cleft or split (of rocks), to burst (of a bag), to crack, to break, \Iãges\i (p. \Ibkas\i, f. \Idgas,\i i. \Ikhos\i) to split, cleave, divide.","\Ikhat\i to strike by a side or back blow, to row (a boat), to beat out flat or thin, as metal.","\Igat\H3\h\i cut off.","\Iāt\i (\Iaʔ\i) cut as with knife\i, KC \I*ɣāt\i.","","",   0,   0,"Banpara \Ihat\i; Midzhu \Igāt\i reap. Sh. 410, 428, 185."
2537,"*qēn", 516,"see, look, know","見 \I*kēns\i see, apprehend (cf. also \Igēns\i appear).", 693,"\Imkhjen\i to know, understand.","","","\Ien\i to look, look at, glance.","","",   0,1284,"Cf. PAA *KVń 'think'."
2538,"*[q]ɨ̆n",   0,"a k. of plant","蓳 \I*kəns\i aconite.",7285,"\Irgun\i the vine, grape.","\Ihunh\i k. of creeper, the Anamirta cocculus, the bark of which is used for killing fish.","","","","",   0,   0,""
2539,"*qoŋ",   0,"full, fill","",   0,"\Iskoŋ-ba\i (p. \Ibskoŋs\i, f. \Ibskaŋ\i, \Iskoŋ(s\i)) to fulfill; \Isgaŋ-ba\i (p. \Ibsgaŋs\i, f. \Ibsgaŋ\i) to grow or become full, \Igaŋ\i full.","\Iauŋ\i be full, complete.","\Ikoŋ\H3\h\i be full, extended, as the udder with milk.","","","*ʔVŋ", 946,  13,""
2540,"*qɨāŋ", 222,"neck","亢 \I*kāŋ\i neck, throat [since Han]; cf. also 頏 \I*gāŋ\i stretch the neck.",  80,"\Igoŋ-ba\i collar.","","","\Ioŋ\i the crop (of a bird)), KC \I*hō̆ŋ\i neck.","","",   0,1153,"Midzhu \Ihoŋ;\i Digaro \Ipa-haŋ\i. Sh. 182, 189."
2541,"*qĭm ( ~ *qʷĭm)", 661,"house","宮 \I*kuŋ\i palace.",1593,"\Ikhjim\i house.","\Iim\i house, LB \I*ʔim\i.","\Išəkum\i\I\H4\h\i wall, to wall.","\Iin\i a house.","\Ikhjŭm\i house","\I*ʔkìm (/*g-)\i",  60,   0,"Mikir \Ihem\i;\i Moshang \Iyim,\i \Iyüm;\i Mru \Ikim\i;\i Miri \Iəkum;\i Bahing \Ikhyim,\i \Ikhim;\i Vayu \Ikim,\i \Ikem;\i Kanauri \Ikim\i; Chepang \Ikim\i; Magari \Iim\i ~ \Iyum;\i Meithei \Iyum; Trung \Ičə̆m\H2\h.\i Sh. 42, 125, 428; Ben. 26. STEDT 306-307 *k-y[i/u]m 'house; womb'"
2542,"*qjāk / *qjāŋ", 221,"dirt, faeces","",   0,"\Irkjag\i dirt, excrement.","\Ikjaŋ\i, \Ikjak\i excrement.","\Iəgaŋ\H2\h\i dirt, filth.","\Iē\i (\Iēk\i) to defecate; excrement, KC \I*ēk\i.","","\I*ʔè-s\i",   5,   0,"Haka, Rangkhol, Sho \Iek\i, Lakher \Ii\i dung, excrement; Pwo, Sgaw \Ie\i feces, Taungthu \Iʔe\i dung. Ben. 146; Mat. 164."
2543,"*q(r)ām",   0,"jaw, cheek","",   0,"\Iãgram\i cheek, \Iãgram\i-\Iso\i  molar tooth.","\Iam,\i \Iam-swah\i molar.","\Iwa\H1\h-kam\H1\h\i a molar.","","\Ifo-gom\i molar tooth","",   0,   0,"PG \I*kram\HL\h\i cheek; Garo \Iwa-gam\i tooth; Rawang \Iskam\i. Ben. 25. The root should be distinguished from \X<0.2294>*khə̄m\x 'lip, mouth' (q. v.), although mutual influence was possible."
2544,"*q(r)ē(j)H",   0,"crab","蟹 \I*grēʔ\i (\I/*krēʔ\i) crab.",4895,"","","","\Iai,\i KC \I*t?-ɣai\i.","\Ită-hi\i","\I*ghrä̀\i",  95,   0,"Mikir \Itsé-he\i; Miri \Ita-ke\i. Sh. 42, 194; Ben. 25, 116. Cf. PAA *kVj 'crab, prawn', Tai kɛ: 'shell'."
2545,"*qrāp", 740,"scale, shell","甲 \I*krāp\i protecting cover of a shield; scale, armour; buffer coat.", 276,"\Ikhrab\i shield, buckler; coat of mail, scales.","\Ihrap\i little basket-shell; k. of jacket (cf. also \Ikhjap\i hauberk < Tib. or Chin.?).","\Ikop\H2\h\i a crust, rind, shell; \Iməkop\H2\h\i to cover, shield, defend.","","\Igrop\i to cover with hands, as face; to cover with hand, as when catching fly, etc; to pounce upon as cat on mouse with paws; to hide, to shelter, to shroud","\I*khrə́p\i", 135,1206,"Luce 36; Peiros-Starostin 218; Coblin 131."
2546,"*quaŋ(H)",   0,"august, proud","皇 \I*w̲āŋ\i be august, stately.",1362,"","\Iwaŋʔ\i be proud, ruffle.","\Išəkoŋ\H1\h\i to show off, to swagger.","\Iuaŋ\i to brag, boast, be puffed up.","","",   0,   0,""
2547,"*qŭH", 462,"uncle, father-in-law","舅 \I*guʔ\i maternal uncle.",3173,"\Ikhu\i uncle (on the father's side), \Iskud,\i \Isgud\i father-in-law.","\Iuh\i mother's brother, LB \I*ɣux\i (cf. also \Iać-kəw\i elder brother).","\Igu\H4\h\i father-in-law (cf. also \Igəkhau\i\H1\h\i\i brother-in-law).","KC > Tiddim \Iū\i elder brother or sister.","\Iku,\i \Ia-ku\i a paternal uncle","\I*k[ù]\i", 198,   0,"Mikir \Ini-hu\i uncle, Meithei \Iiku\i father-in-law; Vayu \Iku-ku;\i Bahing \Ila-ku\i; Digaro (\Ina-\i)\Iku\i; Miri \Iəkü\i; Rawang \Iəkhö\i, Trung \Ikə\H2\h\i father's or mother's younger brother.  Ben. 61. The Burm. and Jnp. evidence suggests that there may be two roots here, merged in most languages. Cf. PAA *kuʔ 'kinship term', Yao kɔ.4 'older brother'."
2548,"*qĭp ( / *qĭm)", 929,"needle","針 \I*kim\i needle.",1920,"\Ikhab\i needle.","\Iap\i needle, LB \I*ɣapx\i.","","","\Ikíp,\i \Ia-kíp\i a slight narrow shoot, a slender sprout, a picker","",   0,   0,"Kanauri \Ikebʔ\i; Trung \Iwăp\H1\h\i; Gyarung tekyep. Sh. 140; Ben. 25. Cf. PAA *kam 'arrow, pin', Thai kam.A 'needle, spoke'. The variation *-m / *-p is somewhat unusual (*-m must be original, judging both from the external evidence and from the Austric borrowings)."
2549,"*qʷ[i]ăj ( ~ *ʔʷ-)", 431,"make; divide, distribute","為 \I*waj\i make, do, act.",1328,"\Ibgjid\i (p. \Ibgjis,\i f. \Ibgji,\i i. \Igjis\i)  to make, to manufacture; to do, to act, \Ibgji-ba\i action, deed; (?) \Iji-n\i 'to be'.","\Iwĳ\i to divide, to distribute.","","","","\I*ha(s\i) (?)", 797,   0,"? Cf. PAN *gawaj ~ *gawa[h] 'to work' ( < ST, cf. Peiros 1998, 222>)."
2550,"*[qʷ]ə̆k", 468,"net, mesh","罭 *w̲ək fishing net.",6772,"\Iãgug(s\i) mesh.","\Ikwak\i mesh of net.","","","","",   0,   0,"Luce 69."
2551,"*qʷāŋH", 451,"wide, broad","廣 \I*kʷāŋʔ\i wide, broad, large.",3776,"","? \Ikhaŋ\i to spread, extend.","\Iwuŋ\H2\h-waŋ\H2\h, əwuŋ\H2\h-waŋ\H2\h\i be wide, ample, cf. also (H) \Iəwoŋ\i id., \Iaŋ\i be broad, wide.","\Ivāŋ\i be broad, wide.","\Ikŭŋ-kyoŋ-ŋă\i about here and there","",   0,   0,"Cf. \X0*qʷăŋH\x, \X0*Kʷān\x ( ~ Qʷ-). All these stems may be derived from a primary root *qʷa 'wide', reflected in Tib. \Irkja-mo, rgja-bo\i 'width'."
2552,"*qʷār",  54,"round","丸 \I*wār\i small round object.",  25,"\Isgor,\i \Igor\i,\I skor,\i \Ikhor,\i \Ikor\i round, \Iãkhor\i turn round.","","","\Iver\i to move or go round.","\Ikar\i to twist, to curl as hair, as tail, as leaf","",   0, 567,"  See \X0*qhʷăł\x."
2553,"*qʷăt", 195,"pass, traverse","越 \I*wat\i transgress; pass over to.",2824,"\Irgjud,\i pf. \Ibrgjus\i / \Ibrgjud,\i f. \Ibrgju\i to pass through, traverse.","","\Ikot\H3\h\i to step or pass over.","","","*khwat to go", 928,  97,"Luce 31."
2554,"*qʷĕŋ (~Gʷ-)",   0,"round, surround","營 \I*weŋ\i to demarcate, to encamp; to surround.",4465,"\Isgoŋ\i (p. \Ibsgoŋs,\i f. \Ibsgoŋ,\i i. \Isgoŋ(s\i))  to make round, globular.","\Iwəuŋh\i be round, to surround, as a forest.","","","","",   0,1062,"Cf. PAA *wi:ŋ 'return, round about', Yao khwiŋ.4 to surround, coil around."
2555,"*qʷɨ̆l ( ~ *qhʷ-)",   0,"separate, deviate","違 \I*wəj\i go away, leave, deviate from, err, fault (cf. also 遠 \I*whanʔ\i far, distant).",3271,"\Iãgol\i (p. \Igol\i) to part, to separate, to deviate, err, error, mistake.","\Iwĳh\i far, LB \I*ujx\i (\I*wĳx\i).","","","\Ikjól\i to blunder, to mistake, to err, to confound","*ʔo(l) (?)", 994,1327,"Coblin 62."
2556,"*qʷiə̄l",   0,"revolve, turn round","回 \I*wə̄j\i revolve.", 349,"","\Iwajh\i to revolve, turn round.","(H) \Iəwai\i to surround, as game.","\Ivēl\i to go around, encompass; to put leaves etc. round the top of the basket.","","",   0,   0,"Cf. also OCh. 歸 \I*kwəj\i return."
2557,"*qʷăŋH (r-)",   0,"distant, stretch","永 \I*wraŋʔ\i long, distant.", 262,"\Irgjaŋ\i distance; \Irgjoŋ\i (p. \Ibrgjaŋs,\i f. \Ibrgjan\i) to extend, stretch, spread; \Irkjoŋ\i (p., f. \Ibrkjaŋ\i)  to stretch, extend.","","","","","",   0,   0,"Coblin 105. Cf. \X0*qʷāŋH\x, \X0*Kʷān\x."
2558,"*qʷiə̆r", 514,"turn round","運 \I*wərs\i to move (around), move, transfer.",3265,"\Iãkhjir\i to turn round.","","(H) \Ijin\i to be turned around, \Ikəjin\i to turn around, (Hkauri dialect) \Ikəwin\i turn round.","\Ivir\i to rotate, revolve, spin, KC \I*wir\i.","","\I*xìr\i",  54,   0,"Cf. also Lush. \Ivīr\i to move or go round about; Kulung urma 'go round'. Sh. 43, 409. Tib. \Iãkhjir\i may be alternatively compared with Lush. \Iher\i turn round, screw ( < \I*ɣĕr\i)."
2559,"*qʷ(r)ăH",   0,"wing, feather","羽 \I*w̲(r\i)\Iaʔ\i feather, wing.", 430,"\Isgro\i a large feather.","","\Isiŋko\H1\h\i wings.","","","",   0,1223,"Coblin 78; Gong 47. With suffixed *-ŋ cf.: Karen *kwVN 'fly', Mikir arveŋ 'feather', Hmar vuoŋ 'fly'."
2560,"*qʷrāŋ", 684,"horn","觥 \I*kʷrāŋ\i drinking horn, a k. of ritual vessel.",6815,"","","\Inruŋ\H1\h\i a horn.","","\Iaróŋ\i","\I*(g)räŋ\i", 119,1154,"Tsangla \Iwa-roŋ\i (\Iwa\i cow); BG: Garo\I groŋ\i, Dimasa \Igroŋ\i; Moshang \Ia-ruŋ\i, Namsangia \Iroŋ\i; Rawang \Ia-riŋ\i; Vayu, Bahing \Iruŋ\i. Sh. 406, 433; Ben. 31-32. One should note Austric: PAA *Cərɨeŋ, SM *dereŋ 'horn', PAN *Cuqelaŋ 'bone'."
2561,"*qhā-", 526,"what, interrogative pronoun","何 \I*ghāj\i what, 曷 \I*ghāt\i what, where.", 464,"\Iga-ru\i whither, \Igaŋ\i who, which, \Iga-na,\i \Igaŋ-ŋa\i  where.","LB *kha- who","","\Iēŋ\i what.","","\I*he\i",  48,1321,"Coblin 160."
2562,"*q(h)[ɨa]l", 898,"fight, scold, compete","苛 \I*g̲āj\i to scold, blame, reprimand.",1428,"\Irgol-ba\i to dispute, combat, fight.","","","\Iel\i to emulate, rival, vie with, compete with.","","",   0,   0,"Peiros-Starostin 217."
2563,"*qhăŋ",   0,"strong","強 \I*ghaŋ\i strong (cf. also 行 \I*g̲āŋ\i, \I*g̲āŋs\i strong, vigorous).",2060,"","\Iaŋ\i strength, force of any kind, whether of body, mind or wealth.","(H) \Iləgoŋ\i  strength.","\Iaŋ\i will.","","",   0,   0,"Cf. \X0*kāŋ\x, \X0*g(h)ăŋH\x."
2564,"*qhăr ( ~ Gh-)",   0,"strong","健 \I*ghars\i strong.",1949,"\Igar-ba\i strong.","\Ian\i strength.","","","","",   0,   0,"Burm. > Jnp. (Mat.) \Ian\H2\h\i to be in full strength. Mat. 171; Coblin 142-143. Cf. \X0*ghə̄r.\x"
2565,"*q(h)ār (s-)", 321,"star","",   0,"\Iskar\i star.","","\Išəgan\H1\h\i star.","\Iār-śi\i star.","\Isă-hór\i star","\I*ʔkar\i",  78, 934,"Kanauri \Iskar'\i; Mishing \Ită-kăr\i; Miri \Itəkar\i; Trung \Igŭr\H1\h-mĕt\H1\h.\i  Cf. also suffixed forms: Tib. \Igre\i a Nakṣatra, Burm. \Ikraj\i star, LB \I*[kr]aj\i. Sh. 42, 125; Ben. 25; Mat. 164. A somewhat similar, but probably different root (*kăr ~ *găr) is reflected in OCh. 建 \I*kar\i name of a constellation (Sagittarius); Burm. \Ikan\i name of a constellation (Virgin)."
2566,"*q(h)ār",   0,"feather","翰 \I*g̲ārs\i pheasant feather; wing, to fly.",4251,"","","","\Iār\i fowl, KC \I*ɣār\i bird, feather.","","",   0, 493,"Cf. Wancho ao-koi feather, Kham kə̄r wing; Apatani gó, Ersu guar 'fly'."
2567,"*q(h)ə̄m", 820,"box, receptacle","函 \I*g̲ə̄m\i envelop, contain, cuirass, box.", 759,"\Isgam\i chest, box, trunk.","\Iam\i desk drawer.","","\Iēm\i a generic name for several kinds of baskets.","","",   0,   0,""
2568,"*qhō (r-)", 864,"rob, steal","寇 \I*khōs\i to rob, robber.",2025,"\Irku\i (p. (\Ib\i)\Irkus,\i f. \Ibrku,\i i. \Irkus\i) to steal, to rob.","\Ikhəwh\i to steal, LB \I*khəwx\i.","\Iləgu\H3\h\i to steal.","\Iru\i (\Irūk\i) to steal, to thieve, KC \I*m-r\H2\h-ɣuʔ\i.","\Ikŭt-mo\i a thief, theft, \Iku\i \Imók\i theft","\I*khù(s)\i", 157,   0,"Bodo kaw; Newari \Ikhu/;\i Moshang \Ia-gu\i, Namsangia \Ihu-\i; Rawang \Ikhü\i, Trung \Ikə\H1\h;\i Bahing \Iku\i. Sh. 407, 428; Ben. 21; Mat. 191; Peiros-Starostin 216."
2569,"*qhōŋ",1157,"hole","空 \I*khōŋ\i hollow, empty, \I*khōŋs\i empty space.",1037,"\Ikhuŋ\i hole, pit, hollow, cavity; \Ikhoŋ\i empty.","\Iəkhauŋh\i a cavity, hollow place, LB \I*khuŋx\i.","\Ikhaʔ\H2\h-khoŋ\H2\h\i, (H) \Ikhoŋ\i a ditch.","\Iōŋ\i a hole, gap.","","",   0,   0,"PG\I *khùŋ\i hole; BG: Garo \Ikoŋ\i; Kham  \IkuN\i. Cf. also OCh. 穹 \I*khʷəŋ\i hollow, hole. Simon 15; Sh. 44; Peiros-Starostin 213; Coblin 71. STEDT 273-278 *kuŋ."
2570,"*qhə̄wH", 452,"head","后 \I*ghōʔ\i sovereign, lord, queen.", 345,"\Imgo\i head; first place, principal part, \Iãgo\i officer, captain.","\Iuh\i head, beginning, LB *(s)ɣu.","","? \Ikô,\i KC \I*kô\i head.","","",   0,1139,"Cf. also Tib. \Imgon\i  principal, master; lord; BG: Garo  \Isko\i, Dimasa \Isagau\i ; Digaro \Imkau\i ~ \Imku\i-\Ira\i. Sh. 50; Ben. 149. KC k- is quite irregular and suggests that there may be two roots: *k(h)ow(H) head and *qhōwH sovereign, principal - merging in some languages."
2571,"*qhūm",   0,"a k. of gourd","",   0,"","","\Ikəkhum\H4\h\i, (H) \Ikhum\i pumpkin.","\Iūm\i pumpkin, a sp. of gourd, KC \I*ɣūm. \i","","",   0,   0,"Mikir \Ihom\i; Rawang \Iă-khim\i. Sh. 42, 406. Cf. \X<0.704>*rVm\x."
2572,"*q(h)uap",   0,"care, caution","",   0,"\Iãgab-pa\i to take care, to be cautious.","","","\Iuap\i take care of, look after.","","",   0,   0,""
2573,"*q(h)uj",   0,"elephant","",   0,"","","\Iməgui\H1\h\i elephant.","KC \I*m-ɣui\i\I\\i.","","",   0,   0,"Haka \Iwi\i. Sh. 42, 189; Ben. 121."
2574,"*q(h)V̆n",   0,"a k. of gourd","",   0,"\Iga-gon\i  a melon, (W)\I gon\i the common gourd, pumpkin.","","\In-gjin\H1\h\i cucumber, (H) \Igjin\i id.","\Ian\i the generic name for all edible leaves, KC \I*ɣan\\i.","","\I*ʔkə̀n\i",  62,   0,"Mikir \Ihan\i; Kanauri \Iskan\i; Rawang \Ikhan\i, Trung \Ikăn\H1\h\i vegetable. Sh. 42."
