"NUMBER","PROTO","PRNUM","MEANING","CHE","ING","BCB","COMMENT"
689,"*=ʯ- / *=ʯ-",1727,"to be destroyed, damaged","=ʯ-","=oʯ-","=oʯ-","    The durative stem \I*=ʯ-\i (with regular Ablaut) is preserved only in Bacb. \I=eʯ-.\i"
690,"*host (  f-,-ṭ)",1728,"mark (on cattle's ear)","host","fost","","    3d class in both languages."
691,"*mʡi- (  -ʕ-,-ʒ-)",512,"snout","","mʕiz-arg","","    Attested only in Ing., but having probable external parallels."
692,"*dol (  -)",1731,"cubit","dol","dol","dol","    3d class in all languages. The Bacb. word is attested only in Kadagidze's notation, thus both *-l and *- are possible in PN."
693,"*o",1732,"span","a","u","e","    4th class in Chech., 6th class in Ing., 3d class in Bacb. We must reconstruct two variants for PN: \I*e\i (reflected in Bacb.) and \I*o\i ( > Ing. \Iu\i). The vowel of the obl. base \I*a-ni-\i ( > Chech. \Ie-n\i) in Chech. had influenced the direct base (instead of \Io\i it became \Ia\i). The variation \I*o\i / \I*e\i in PN perhaps should be explained by a special development of early PN \I*ʷe\i ( < PEC \I*wim“V\i)."
694,"*do",1734,"word","do","do","do","    3d class in all languages. Obl. stem \I*dai-,\i cf. Chech. \Idea-,\i Ing. \Ideo,\i Bacb. plur. \Ida-ni\i ( = Chech. \Ide-na-\i)."
695,"*moq (  --)",1735,"song","","","moq","    Isolated in Bacb., but having probable external parallels."
696,"*ʔ (  ɦ-, -ʒ)",1737,"voice, sound","az","ɔz","","    3d class in Chech., 4th class in Ing. Obl. base \I*ʔu-\i (Chech. \Iza-,\i Ing. \Iɔzo\i), whence secondarily the vowel in the Ing. direct base."
697,"*p“a",1741,"vendetta","p“a","p“a","","    5th class in Chech., 6th class in Ing. Obl. base \I*p“a-ne-,\i cf. Chech. \Ip“na-,\i Ing. \Ip“ano.\i"
698,"*ʁo",1742,"help, support","ʁo","ʁo","","    3d class in both languages. Obl. base \I*ʁo-ne-\i (Chech. \Iʁna-,\i Ing. \Iʁono\i)."
699,"*nus",1745,"daughter-in-law, sister-in-law","nus","nus","nus","    Obl. base \I*nasi-\i (Chech. \Inesa-,\i Ing. \Ineso,\i Bacb. plur. \Inase-r\i)."
700,"*l-aʔ-",1747,"to want, to wish","laʔ-","l-","l-aʔ-","    Historically *l- here is not a prefix, but the root (with reduction < \I*=i(n)_ʷ-\i), while *-aʔ- is a suffix. Therefore the Ing. form \Il-a\i (pres. \Il-ow\i) which looks as a contraction, may be in fact an archaism (without the laryngeal suffix -aʔ- present in Chech. and Bacb.)."
701,"*ssa-ḳ",1748,"wife","ssag","sesag","","    Cf. also Ing. (in Imnaishvili's notation) \Isjsag.\i In early PN \I*s-\i would be expected; \I*ss-\i is a result of assimilation (regular)."
702,"*nobc",1749,"1 bride-groom 2 son-in-law","nuc 1,2","najc 2","","    Obl. stem \I*nabci-\i (Chech. \Inewca-,\i Ing. \Inajco-\i); in Ing. the obl. base passed to direct."
703,"*ʒamV",1750,"best man","zam-","zam-e","",""
704,"*marV-",1752,"whirligig, humming-top","","marilg","","    Attested only in Ing.; possibly an irregular development of PEC \I*ṗVrḳV-.\i"
705,"*ʡen",1753,"shadow","ʕin-daʁ","ʕi, ʕin-darʁa","e~","    3d class in all languages. Imnaishvili gives also for Chech. a variant \Iʕi~,\i and for Bacb. - \Iʕe~\i (if the Bacbi form is \Ie~,\i as written down by Matsiyev and Kadagidze, then the correspondence is irregular: Bacbi should preserve ʕ- < *ʡ-). For the second part of the compound Chech. \Iʕin-daʁ,\i Ing. \Iʕin-darʁa\i see under PEC \I*=HiGA.\i"
706,"*dd(a)",1756,"father","d","da","dad","    Cf. Bacb. (in Desheriyev's notation) \Idd\i (probably pointing to long *)."
707,"*wao, *jao",1760,"1 brother 2 sister","waa 1, jia 2","woa 1, jia 2","wa 1, ja 2","    Not clear is the voicing in plural forms: Chech. \Iwearij,\i \Ijiarij;\i Ing. \Iwearij,\i \Ijiarij;\i Bacb. \Iwaar,\i \Ijaar\i < PN \I*w-ae-r(V),\i \I*j-ae-r(V).\i"
708,"*ʔi",1763,"prince, master","la","la","le","    Cf. Bacb. in Matsiyev's notation: \Iae\i (also by Desheriyev: \Ial\i), Ing. (Imn.) \Ila,\i Cheb. \Ile,\i Khild. \Ile\i etc."
709,"*ḳanat",1766,"young man, boy; hero","ḳant","ḳant","ḳnat","    Obl. base \I*ḳanate-\i (Chech. \Iḳenta-,\i Ing. \Iḳanto,\i Bacb. \Iḳnati-\i). The most archaic form is preserved in the Cheb. form \Iḳanat;\i other Chech.-Ing. dialects reduced it to \Iḳant,\i but Bacbi - to \Iḳnat.\i"
710,"*ʔamgi-r (  -ḳ-)",1768,"one of several wives","emgar","engar","","   The Nakh word has a quite solid EC etymology; that is why the Osset. \Imɨgɨr\i / \Imigir\i must be certainly regarded as a loan from Nakh (despite Abayev 1958, 147-148)."
711,"*“a",1769,"guest","“a","“aa","“a, “ae","    Obl. base \I*“i-\i (Chech. \I“a-,\i Ing. \I“o\i)."
712,"*llu",1770,"neighbour","lla-ʯ","lɔla-ʯo","","    The vowel difference between Chech. and Ing. is explained by the former paradigm: dir. base \I*llu\i ( > Chech. \Illa-\i), obl. base \I*llu-\i ( > Ing. \Ilɔla-\i). The root is used also in an adverbial function: Chech. \Illa,\i Ing. \Ilala\i 'in the neighbourhood'."
713,"*ʔri",1772,"1 ungelt 2 ram","ra 1","rh 1","ajr 2","    Cf. also PN \I*ʔr\i > Chech., Ing. \Iurh\i 'testiculi'. \I*ʔr\i and \I*ʔri\i are probably historically parts of one paradigm: direct stem \I*ʔr,\i obl. stem (with regular Ablaut) \I*ʔri-.\i"
714,"*bra(-n)",1775,"brown","bra","bora","",""
715,"*musṭi-n",1778,"sour","msta","mista","musṭi~","    Cf. also Cheb. \Imusti~,\i Lev. \Imsti~\i etc. The pure base can be seen in Chech. \Imust-dan\i 'make sour', Bacb. \Imusṭ-dalar\i 'get sour'."
716,"*ʯ-rc-",1780,"1 to turn, overturn (intr.) 2 to change","ʯarc- 1","ʯarc- 1","ʯarc- 2","    Cf. pres. Chech. \Iʯrca\i / \Iʯorcu,\i Ing. \Iʯɔrc\i (all pointing to *--). The durative stem \I*ʯrc-\i is attested in Chech. \Iʯerc-\i (pres. \Iʯrcu\i), Bacb. \Iʯerc-.\i"
717,"*=ai-na",675,"thin, emaciated","=eana","","","    Attested only in Chech., but having probable external parallels."
718,"*sṭam-u(n) /-i(n)",1784,"thick, dense","stomma","soma","sṭami~","    Cf. the pure root \I*sṭam-\i in Chech. \Istam-dan,\i Bacb. \Isṭam-dar\i 'to thicken'. Cf. also Cheb. \Istamu~,\i Shar., Itumk., Khild., Akk. \Isomma\i 'thick'."
719,"*=arsṭ-",1786,"to fatten, become fat","=arst-","=arst-","=arsṭ-","    Chech. pres. \I=erst-a.\i Cf. also the derivate adjective (participle): Chech. \I=ersta-na,\i Ing. \I=ersta\i 'fat'."
720,"*=ar-",1787,"naked, bare","=erzina","=erzana","=arino","    The pure stem is preserved in Bacb. \I=ar-dalar\i 'to become naked, take off clothes'. PN \I*=ari-no\i is historically a participial form."
721,"*q-ar-",1789,"1 to roast 2 to roast (grain)","qarz-","qarz-","qar-","    Chech. pres. \Iqorzu,\i Ing. \Iqorz.\i The durative stem \I*q-r-\i is retained in Bacb. \Iqer-.\i"
722,"*ʯ-bṭ-",1790,"to soak up","ʯd-","","ʯoṗṭ-","    Chech. reflects only the terminative stem; Bacbi, besides \Iʯoṗṭ-,\i has also the durative \Iʯeṗṭ-\i < \I*ʯ-bṭ-.\i     The same root is contained in two common Nakh derivates:     a) \I*b-ṭi-n\i 'raw' (Chech. \Ibda,\i Ing. \Ibijda\i /irregular: \Ibeda\i would be expected/, Bacb. \Iboṭi~;\i cf. also Cheb. \Ibwdi~,\i Shar. \Ib(j)di\i~ etc.);       b) (with reduplication) \I*ṭṭi-n\i 'wet' > Chech. \Iṭda,\i Ing. \Iṭda,\i Bacb. \Iṭaṭe~\i (cf. also Cheb. \Iṭade~,\i Shar. \Iṭda~\i etc.). The pure stem \I*ṭṭ-\i can be seen in Chech. \Iṭd-\i 'to soak, become/make wet', Bacb. \Iṭaṭ-dar\i id., \Iṭaṭ-al\i 'liquid'."
723,"*lujsṭi-n",1791,"dense, close, thick","lsta","lista","jupsṭi~","    The Bacb. form goes back to \I*ljuwsṭi-\i < \I*lujsṭi-\i (cf. Chech. dialectal forms like Shar. \Ilujsti~,\i Khild. \Ilwisti\i)."
724,"*=il-",1793,"to wash","=il-","=il-","=il-dar","    Bacb. \I=il-\i (by Desheriyev and Kadagidze)."
725,"*=ui-n",1800,"thick (of liquids), dense","=a","=ia","=ui~","    Cf. also Cheb. \I=ui~,\i Shar. \I=uji~,\i Lev. \I=i~\i etc. For the pure root cf. Chech. \I=u-dan,\i Bacb. \I=u-dar\i 'to thicken, make dense'."
726,"*=ṭu-n",796,"flat","=da","=eda","",""
727,"*t-are-n",1803,"similar, equal","tera","tara","tare-no","    The pure stem \I*t-ar-\i can be seen in Chech. \Itar-dan\i 'to place, to fit', Bacb. \Itar-dar\i 'to compare', \Itar-dal-\i 'to be similar'."
728,"*ʔṭṭi-n",1804,"right","tt","tta","aṭṭi~","    The Chech. form contains a suffix (\Itt\i < \I*ʔṭṭi-w\i)."
729,"*ʔri-n",1806,"left","rr","rda","arli~","    Chech. \Irr\i < \I*ʔri-w\i (cf. \Itt\i 'right' < \I*ʔṭṭi-w\i). Cf. also Chech. Shar., Itumk. \Ierhi,\i \Ierha,\i Bacb. (in Matsiyev's notation) \Iariwʯ\i 'left' (Kadagidze: \Iarleʯ\i 'to the left, leftwards')."
730,"*luri-n",1811,"severe, dangerous","lra","lira","",""
731,"*jqi-n (  *jqa-n)",1816,"undernourished, with not enough fat","jqa","","","    Attested only in Chech., but having probable Lezghian parallels."
732,"*=ɦiwʔ",2319,"four","=iʔ","=iʔ","=ʕiwʔ",""
733,"*pʯi(ʔ)",2320,"five","pʯiʔ","pʯiʔ","pʯi","    Vowel shortness is seen in the Chech. obl. base \Ipʯeʔa-na-.\i"
734,"*jalʯ (  --)",2321,"six","jalʯ","jalʯ","jetʯ","    Vowel length is unknown. For Bacbi Imnaishvili writes \Ijatʯ,\i but Kadagidze, Matsiyev and Desheriyev write \Ijetʯ.\i"
735,"*wor",2322,"seven","worh","worh","wor",""
736,"*ʔiss",2324,"nine","iss","ijs","iss","    -js- in Ing. is not quite clear (a special development of *-ss?)."
737,"*ʔiṭṭ",2325,"ten","itt","itt","iṭṭ",""
738,"*ṭa (  -)",2326,"twenty","ṭa","ṭo","ṭa","    Ing. \Iṭo\i either presupposes PN \I*ṭo\i (connected with \I*ṭa\i by Ablaut), or else is a suffixed form < \I*ṭa-w(V\i). Original vowel length is unknown."
739,"*u",2289,"you (2d p. plur.)","u","u","u","    For the short vowel in PN cf., e.g., Chech. dat. \Iu-na.\i The PN ergative can be reconstructed as \I*ʔaV\i (Chech. \Iaa,\i Bacb. \Iaj;\i Ing. \Iɔa\i has been transformed on analogy with \Iɔʯa\i 'we')."
740,"*ni- (*ni-H)",1820,"strength, power","ni","niz","ni","    5th class in Chech., 6th class in Ing. and Bacb. Cf. also Shar. \Iniʁ\i id."
741,"*s-iʯe-n",1821,"quick, swift","siʯa","siʯa","","    Cf. the pure stem in Chech. \Isiʯ-dan\i 'to hasten'."
742,"*ḳa-l(e)",2242,"down, below (adv.)","ḳel","ḳal","ḳiḳel","    In Bacb. the root is reduplicated; cf. also Bacb. \Iḳiḳli~\i 'lower'."
743,"*“a-lʯa (  --)",2236,"in front, before","“alʯa","“alʯa","“atʯ(e)",""
744,"*=u / =a",1824,"to be, is (an auxiliary verb)","=u","=a","=a","    The auxiliary verb "to be", used only in the present tense. The -u-vocalism in Chech. is probably secondary (\I*u_-i\i > \I*w-u\i in the first class, whereas \I*-i\i > \I-a\i in other classes)."
745,"*=a-",1826,"to do, to make, to give birth","=a-n","=e","=a-r","    A "rootless" verb (because of the loss of original laryngeal consonant) with vocalic alternations (cf. Chech. \I=a-n,\i pres. \I=o,\i Ing. \I=e,\i pres. \I=u\i etc.)."
746,"*=ʯ-",1827,"to live","=ʯ-","=aʯ-","=ʯ-",""
747,"*=aw- (  --)",1834,"1 to lose 2 to get lost, be lost","=- 1","=a 2","=aw- 2",""
748,"*uw",1836,"thief","u","u","uw","    Obl. base \I*u-ne-\i (cf. Chech. \Ina-,\i Ing. \Iuno\i). A more archaic oblique base had been \I*awV-,\i whence with suffixation PN \I*awV-la:\i Chech. \Iajla-=ʯa,\i Ing. \Iajla-aʯa\i 'to conceal', and, with an early contraction, PN \I*lV\i (obl. \Ilu-\i) 'theft' > Chech. \Ila,\i Ing. \Iɔl\i (reflecting the oblique stem; cf. also Cheb. \Ilu,\i Shar., Khild. etc. \Ilu\i), Bacb. \Iol\i (Matsiyev: \Iolo,\i Desheriyev: \Iole\i)."
749,"*ʔc-",1840,"to take","c-","ec-","ec-","    Cf. also with a preverb: PN \I*l-c-\i 'to take, catch, hold' (Chech. \Ilc-,\i Ing. \Ilac-,\i Bacb. \Ilac-\i)."
750,"*“abs-",1842,"to look (plur.)","“ows-","","“aps-","    Vowel length unclear. Cf. also dur. \I*“bs-\i > Chech. \I“s-,\i Bacb. \I“eps-.\i The Bacbi meaning is cited according to Matsiyev and Desheriyev; Kadagidze gives the meaning 'send' (a mistake?)."
751,"*ʯṭṭ-",1843,"to ask","ʯatt-","ʯatt-","ʯaṭṭ-","    The PN length is established on basis of forms like Chech. pret. \Iʯtti-ra\i and Ing. pres. \Iʯɔtt,\i pret. \Iʯtta-d.\i The durative stem is \I*ʯṭṭ-\i > Chech., Ing. \Iʯett-,\i Bacb. \Iʯeṭṭ-.\i"
752,"*=q- / *=qq-",1853,"to take away, take out, pull out","=aqq-","=aqq-","=aq-","    Vowel length is established on basis of forms like Chech. pret. \I=qqi-ra\i (Ing. \I=qqa-b\i), Ing. pres. \I=ɔqq.\i"
753,"*=b- (  -l-,--)",1855,"to pull, stretch","=l-","=uwl-","","    Absence of the Bacb. parallel does not allow to choose between PN *--, *-l- or *--."
754,"*ʯar- (  --)",1856,"to choose","ʯar-","ʯar-","","    The Ing. form points to PN *-a- (cf. pres. \Iʯor,\i pret. \Iʯera-d\i); long -- in Chech. (pret. \Iʯr-ira\i) is therefore secondary, due to the influence of the regular durative counterpart \I*ʯr-\i (Chech. \Iʯer-\i)."
755,"*ʯbc-",1857,"to change","ʯc-","ʯuwc-","","    Ing. \Iʯuwc-\i is an analogical building after the present \Iʯuwc\i (Chech. \Iʯcu\i < \I*ʯbcu\i)."
756,"*la“-",1859,"1 to rake up, shovel up 2 to touch","la“= 1","lo“a=e 1","la“- 2","    Cf. also Bacb. la“-dar 'to gather (fruits)' (Chech. la“= has this meaning, too). The durative stem is *l“- > Chech. l“=, Bacb. le“-, le“-dar."
757,"*-Vʁ-",1861,"to be unwell, indisposed","“ʁ-","","","    The verb is attested only in Chech. and is probably a compound of the verb -Vʁ- with the noun “ 'indisposition' (“ + -Vʁ-)."
758,"*ḳ-orṭ-",1862,"to pester, bother, bore","ḳord=","ḳorda=de","ḳorṭ-",""
759,"*ʔ-",1863,"to lose, be defeated; to be insufficient","-","e-","e-",""
760,"*list- (  --,-ṭ-)",1866,"to wind, reel","list-","list-","","    Vowel length not clear."
761,"*=aṭ-",1870,"to run","=ad-","=ad-","=aṭ-","    Cf. also PN \I*“-aṭ-\i / \I*“-ṭ-\i (with a preverb) 'to run, leap' : Chech. \I“ad-,\i Bacb. \I“eṭ-.\i Other Ablaut grades: \I*ʔiṭ-\i (Chech. dur. \Iid-\i 'to run (away)'), \I*=oṭ-\i (Bacb. \I=oṭ-\i 'to cross; walk'), \I*=a-b-ṭ\i (Chech. \I=owd-,\i Ing. \I=ɔwd-\i) 'to run (plur.)'."
762,"*=-",1877,"to fall","=-","=o-","=o-","    Dur. \I*=b-\i is reflected in Bacb. \I=eb-\i 'to fall'."
763,"*=- / -i-",1823,"to become, get","=l-","=al-","=a-","    A very polysemic root. It is used in all three languages as an auxiliary with the meaning 'to become'; as a separate verb it can mean 'to grow; to shoot; to cross (e.g. a river); to live up to; to go away, out', with more or less the same set of meanings in all Nakh languages. The attested Ablaut grades are \I*=-\i (see above), \I*=b-\i (Chech. \I=l-,\i Bacb. \I=epl-\i = \I-eb-\i), \I*=-\i (Bacb. \I=o-\i), \I*=-b--\i (Chech. \I=owl-\i). It is also very probable, that the short Ablaut grade \I*-i-\i with the preverb *ʯ- has yielded the common Nakh verb of being, \I*ʯi-\i > Chech., Ing. \Iʯil-,\i Bacb. \Iʯi-.\i     Bacbian in Kadagidze's recordings has a uniform --; Desheriyev, however, writes \I=al-\i in the meaning 'to become' (Matsiyev writes \I=a-\i 'to become', but \I=al-\i 'to go away'). The reason for these variations may be contamination with another widely spread common Nakh verb \I*=ill-\i / \I*=bl-\i / \I*=l(l\i) 'to put, to begin/finish etc.' (also very polysemic)."
764,"*t-b- (  --)",1883,"to weep, bemoan","t-","","","    Attested only in Chech., but having probable external parallels."
765,"*ʡab- (  --)",1886,"to sting, burn (of pain, wound)","ʕow-","ʕow-","","    Cf. also dur. \I*ʡb-\i (Chech. \Iʕ-,\i Ing. \Iʕij-\i)."
766,"*l-a-",1888,"to hurt, feel pain, be ill","laz-","laz-","la-",""
767,"*=oss-",1894,"to descend, go down","=oss-","=oss-","=oss-","    Dur. \I*=iss-\i is attested in Chech. \I=iss-.\i"
768,"*t-iṭ- / *t-eṭ-",1902,"1 to cut in pieces 2 to interpret, explain, decide","ted- 1, tit- 2","ted- 1","teṭ- / tiṭ- 1,2","    The stem \I*teṭ-\i is durative, \I*tiṭ-\i - terminative."
769,"*=-",1904,"to divide","=-","=e-","=e-","    Although in Chech. and Ing. the stem \I=-\i is both terminative and durative, the Bacbi data show that originally it was only terminative: Bacbi has term. \I=e-\i opposed to dur. \Iʔa-\i 'to divide' ( < PN \I*ʔ-\i).     A common Nakh derivate is \I*d-a\i 'part, piece' > Chech. \Ida,\i Ing. \Idaa,\i Bacb. \Ida\i / \Id.\i"
770,"*kḳ-",1808,"to mix, knead","kg-","kega-de","keḳ-dar","    The term. stem \I*kaḳ-\i (--) is reflected in Bacb. \Ikaḳ-dar.\i"
771,"*kek-",1907,"to stir, sway","","","kekad-dar","    Attested only in Bacb., with probable EC parallels."
772,"*ʁ-",1909,"to close, shut","ʁ-","","",""
773,"*ʔeḳ (  --)",1910,"whetstone","","eg","","    Attested only in Ing., but having probable external parallels."
774,"*“a- / *“-",1911,"to press","“a-","","","    Dur. \I“-\i id."
775,"*=[u]-",1913,"to stop up, plug","=u-","=i-","=u-","    The vowel -i- in Ing. is unclear. Bacb. also has a durative stem \Iaṗ-\i ( < \I*ʔab-\i)."
776,"*“aq-",1914,"1 to chop, to mow, to hew 2 to saw","“aq- 1,2","“aq- 2","",""
777,"*t-as-",1867,"1 to throw, scatter 2 to sow 3 to leave","tas- 1,2","tass- 1,2","tas- 1,3","    Gemination in Ing. -ss- is not quite clear."
778,"*=ell- (  --)",1920,"to open","=ell-","=ell-","",""
779,"*“aʯ-",1923,"to smear, plaster","“aʯ-","“aʯ-","","    Cf. also Chech. dur. \I“ʯ-\i id."
780,"*=sṭ-",1928,"to untie, unbind","=ast-","=ast-","=asṭ-","    Length of vowel is seen in forms like Chech. \I=sti-ra,\i Ing. \I=ɔst,\i \I=sta-b.\i"
781,"*ʔḳ-",1932,"to chisel, hollow","g-","ag-","",""
782,"*=-",1936,"1 to weave 2 to plait 3 to tie, bind","=z- 1","=uwz- 2","=o- 3","    Ingush reflects a form with an infix (\I*=-b--\i). Cf. also PN \I*“-b-\i > Chech. \I“owz-\i 'to spin; turn round', Ing. \I“owz-\i id."
783,"*ʡe",1938,"steam","ʕ","ʕi","","    The Chech. form reflects the vocalism of the oblique stem \I*ʕa-ne-rV-\i (cf. Chech. \Iʕnara-,\i Ing. \Iʕanaro\i). 4th class in both languages."
784,"*=usṭ- (  --)",1939,"to measure","=ust-","=ist-","=usṭ-","    Ing. -i- reflects Umlaut from u (in forms like Chech. \I=sti-ra,\i \I=sti-na\i = Ing. \I=ista-d\i)."
785,"*“ew- (  --)",1940,"to rumple, rub, knead","“","“e","“ew-",""
786,"*=itt-",1948,"to wash (clothes etc.)","=itt-","=itt-","=itt-",""
787,"*=ʯ-",1955,"to ask","=ʯ-","=eʯ-","=eʯ-","    The root is obviously connected with two other PN verbal stems: \I*l-aʯ-\i (term.) / \I*l-ʯ-\i (dur.) 'to search' (Chech. \Ilaʯ-\i / \Ilʯ-,\i Ing., Bacb. \Ilaʯ-\i / \Ileʯ-\i) and \I*b-ʯ-\i 'to speak, talk, tell' (Chech. \Ibʯ-\i)."
788,"*ʁerʁ- (  --)",1957,"to roar","ʁerʁ-","","",""
789,"*j",1958,"1 voice 2 song, melody","ji 1,2","ji 2","i 1","    3d class in Chech., 4th class in Ing. and Bacb. Obl. stem \I*ʔe-rV-\i\i (cf. Chech. \Iara-,\i Ing. \Iaaro,\i Bacb. \Iair-\i)."
790,"*ṗaj / *ʔoṗa(j)",1963,"kiss","oba / uba","","ṗaj","    An expressive root, having, however, good external parallels."
791,"*=lʯ-",1964,"1 to weep 2 to pour (of rain)","=lʯ- 1,2","=elʯ- 1","=etʯ- 1,2","    Cf. also dur. \I*=alʯ-,\i reflected in Bacb. \I=atʯ-\i (regular durative, meaning both 'to rain' and 'to weep'), Chech. \I=alʯ-\i 'to complain'."
792,"*=ḳ-",1970,"to tremble, shake","=g-","=eg-","=eḳ-dar",""
793,"*ʒuʒ",1971,"1 itch; tremble, quiver 2 to itch","zuz 1","zuwz- 2","","    Ing. \Izuwz-\i < \I*zbz-;\i cf. also Ing. \Izowza\i 'timid, cowardly', \Izowz\i 'coward', Chech. \Izijz-\i ( < \I*zbz-\i) 'to have cramps, convulsions'."
794,"*=l-",1972,"to laugh","=l-","=el-","=el-","    Bacb. Desh., Kad. \I=el-.\i"
795,"*t-all- (  --)",1974,"1 to explore, check; hunt 2 explorer, hunter","tall- 1","tallar-ʯo 2","","    Cf. Chech. pret. \Itelli-ra\i (for short *-a-). In Ingush only a derivate noun is attested."
796,"*[f]utter-",1976,"vexation, annoyance","httar","futtare","","    External evidence suggests rather *h- for PN; in Chech. *h- and *f- have merged into h-, but in Ingush we would rather expect *wuttare from *huttir-. The distinction of *h- and *f- before labialised vowels, however, is not very regularly kept, and PN *h- in this root is not entirely excluded."
797,"*ʔ“",1977,"shame","e“","i“","","    Obl. base \I*ʔ“i-\i (Ing. \Ii“o\i); Chech. has generalized the vocalism of the direct base (cf. obl. base \I“a-\i), Ing. - the vocalism of the oblique base. 3d class in both languages."
798,"*q-r-",1978,"to be afraid, fear","qr-","qer-","qer-","    Bacb. (Desheriyev, Kadagidze) \Iqer-\i (pointing to *-r- in PN)."
799,"*ʯ-asṭ- (--,-st-)",1982,"to praise","ʯast-","","","    Cf. also dur. \Iʯest-\i id."
800,"*‰(ʕ)uʯ‰arV ( -ɦ-)",1925,"waterfall","‰uʯ‰ari","","","   Nakh > Osset. \Icɨxcɨr\i / \Icuxcur\i 'water flowing down the drain' (see Abayev 1958, 327-328)."
801,"*j",1986,"possibility","ji","ji","","    Obl. base \I*ʔe-rV-,\i cf. Chech. \Iara-,\i Ing. \Iaaro.\i 4th class in both languages."
802,"*(p)al",1988,"propolis","al-maz","","","    A compound with the second component \I-maz\i 'honey' (independently \Imoz\i)."
803,"*ʔulʯ",1990,"honeycombs","ulʯ","ulʯ","","    4th class in both languages. Obl. base \I*ʔulʯa-\i (Chech. \Iulʯa-,\i Ing. \Iulʯo\i), but a trace of the older oblique base \I*ʔalʯV-\i is preserved in Chech. plur. \Ialʯa.\i Cf. also Pharch. \Iurʯ\i id."
804,"*ʯn",1993,"time, age","ʯan","ʯa","ʯa~","    Obl. base \I*ʯne-\i (Chech. \Iʯna-,\i Ing. \Iʯano,\i Bacb. \Iʯani-\i). Cf. also Lev. \I ʯn\i id. 4th class in all languages."
805,"*“ʯ",1996,"grotto, cavern","“eʯ","“aʯar / “aʁar","“eʯ","    Obl. base \I*“ʯe-rV-\i (Chech. \I“ʯara-;\i in Ing. the obl. base became direct). Reasons for sporadic voicing -ʯ- > -ʁ- in Ing. are not clear (cf. an analogous process in \I*“eʯ\i > \I“aʁ\i 'mountain goat'). 4th class in all languages."
806,"*ub (  --)",1997,"1 hill, height; boundary 2 precipice"," 1","uw 2","","    6th class in Chech. and Ing. Obl. base \I*ub-na-\i / \I*ub-ne-\i (Chech. na-, Usl. \Ini-,\i Ing. \Iuwno\i). 6th class in both languages."
807,"*a",1999,"sin; pity","a","a","a","    3d class in all languages. Obl. base \I*i-na-\i (Chech. \Iina-,\i Ing. \Iino\i)."
808,"*ʁri",2000,"band, gang","ʁra","ʁr","ʁajri","    4th class in all languages."
809,"*nɦeʔ",2003,"door","neʕ","niʕ","nʕajʔ-sa~","    4th class in Chech. and Ing. The Bacbi word is a compound (for the second part see PN \I*sn\i). The independent root \I*nɦeʔ\i underwent in Bacbi some transformations. It is now used only as a locative derived from the oblique base \I*nɦaʔe-\i (cf. \I*nɦaʔe-rV-\i > Chech. \Ineʕara-,\i Ing. \Inaʕara-\i): Bacb. \Inʕaʔi(“\i) 'outdoors', \Inʕajʔ\i '(to the) outside'; cf. also \Inʕajʔa\i 'place around the house, outdoors'."
810,"*na",2005,"oak-tree","na","na","","    3d class in Chech., 4th class in Ing. Obl. base \I*nau-\i (Chech. \Inoa-,\i Ing. with vowel levelling \Inao\i). Cf. also Lev., Cheb., Shar., Ved. \Ina,\i Khild. \Ina,\i Ing. (in Imnaishvili's recording) \Ina‰:\i (obl. \Inoa-\i). The last two forms (Khild. - and Ing. -‰:) suggest, even without a Bacbi parallel, the reconstruction of * in PN."
811,"*ʔrcV",2006,"1 bar, bolt, cross-beam 2 purlin","orcʯa 1","ɔrc 2","","    Chech. \Iorcʯa\i is a development < \I*ʔrcu-ḳa\i (with a variant *-ḳa of the PN diminutive suffix *-ḳ). Length of vowel is determined on basis of Ing. \Iɔrc\i (reflecting \I*ʔrcu\i - probably the original oblique base in the paradigm \I*ʔrc,\i \I*ʔrcu-\i). 6th class in both languages.     The same root is present in the PN compound \I*du-rc\i 'stick for locking the yoke (\I*du\i)' > Chech. \Iduarc,\i Ing. \Iduɔrc.\i"
812,"*bursa (  -o)",2007,"a k. of bush","bursa","","","    Attested only in Chech., but having probable external parallels."
813,"*dVHVʯḳ",2008,"pine-tree","","dijʯk","","    Attested only in Ing. (medial -ij- is not quite clear: it probably points to some medial laryngeal), but having probable external parallels."
814,"*jilʁV",2009,"a k. of tree (used for making whip-handles)","jilʁa","","","    Attested only in Chech., with possible external parallels."
815,"*ʔ-arV",1086,"somewhat elevated plain","ari","","","    The stem is attested only in Chech. and is probably an old compound (for the first part, ʔ-, cf. PN \I*ʔrV\i 'plain, field'; thus \Iari\i < \I*ʔr-arV\i)."
816,"*ka",2010,"(good) luck (indecl.)","ka","","","    Attested only in Chech., with probable external parallels."
817,"*(ʔa)sṭo",2012,"chisel","sto","osta","sṭo","    5th class in Chech. and Bacb., 3d class in Ing. Cf. also Chech. Lev., Cheb. \Istwo,\i Akk. \Ista\i (with not quite clear vowel length - to judge from the reduction in most Chech. dialects and Bacb., the initial vowel in PN must have been short)."
818,"*qVwe",2013,"1 enclosure for sheep 2 pen, enclosure","q","qij","","    5th class in Chech., 3d class in Ing. Without Bacbi it is impossible to establish the quality of the medial consonant (*w,*j,*d,*b or *g)."
819,"*ka",2014,"grave","ka","ka","","    3d class in both languages. Obl. base \I*kau-\i (Chech. \Ikoa-,\i Ing. \Ikao\i with vowel levelling)."
