"NUMBER","PROTO","PRNUM","MEANING","ABK","ABA","ADG","KAB","UBK","COMMENT"
537,"*rə",1720,"army, troups","a-r","rə","ʒa","ʒa","La","    PAT \I*rə;\i PAK \I*ʒa;\i Ub. def. \Ia-La.\i The correspondence PAT *r : PAK *ʒ : Ub. *L points to palatalized *r in PWC. Because of this reconstruction, Charaya's (1912) comparison of the WC forms with Georg. \Ieri\i 'people, nation' seems possible (despite Shagirov 1)."
538,"*P(ə)V",1722,"1 upper part of back 2 chest, breast","","","ṗa 1","ṗa 1","ṗə-fa 2","    PAK \I*ṗa.\i Ub. has a compound with \I-fa\i 'front' (see Shagirov 2, 48). Despite Shagirov ibid., the root has of course nothing to do with PWC \I*Pəə\i 'four'."
539,"*xʷə",1763,"to wound, wound","a-ʯʷ-ra","ʯʷ-ra","","","","    PAT *xʷə- (cf. also Bzyb. a-xʷ-ra)."
540,"*p(ə)ʯIa-",1726,"1 to throw oneself upon, grab quickly","","","pʯʷa-n","pʯʷa-n","pʯIa-","    PAK \I*pʯʷa-\i (with secondary assimilative labialisation); Ub. \Isə-ʁ-pʯIa-n\i "je me jette sur lui". See Shagirov 2, 25."
541,"*b(ə)za",1728,"mark (on cattle's ears)","","","t“-bz","t“a-bza","","    PAK \I*t“a-bza\i (with \I*t“a-\i 'ear'); cf. also Kab. \I-bza\i 'mark (on bird's feet)'. Shagirov 1, 244 considers \I-bza\i here to be derived from \Ibzə-n\i 'to cut' (q.v.); the external parallels, however, provide another explanation."
542,"*mVʒV ( /n-, --)",512,"1 edge 2 yard","a-mʒə-r-ʯa 2","mʒa-ḳə 1","naz 1","naz 1","","    PAT \I*məʒV\i (cf. also Bzyb. a-mʒə-r-ʯə 'yard'; the Abkh. form is a compound with \I*qa\i / \I*qə\i 'head, front'; the Abaz. form contains a singulative suffix); PAK \I*nazə.\i     Comparing the PAK form with PAT \I*məʒV\i seems to us better than comparing to Abaz. \Ianəza\i 'edge' (see Shagirov 1), because the morphological analysis of the latter form is unclear (despite Shagirov, PAT \I*ʷanəza\i 'spleen' is historically a single root and does not contain the same hypothetical element \I*-nəza\i). Initial n- in the PAK form may be due to fronting assimilation (before a dental -z-).     The correspondence PAT *ʒ : PAK *z points to PWC *ʒ or *; the former is preferable in view of the external evidence."
543,"*lV",1731,"cubit","ra-ḳ","","","","","    The Abkh. form contains a singulative suffix -ḳ, thus the pure root is ra-. Unfortunately, no related forms are known in other WC languages, so the reconstruction is rather vague (*r-, *r- or *l- possible - we have chosen *l, because it corresponds well to the EC data)."
544,"*a",1732,"span","a-ʒa","ʒa","biz","bziz","ʒa","    PAT \I*ʒa\i (cf. also Bzyb. \Ia-ʒa\i). The AK compound \I*bə-jəzə\i is treated by Shagirov (1,90) as \I*bə\i '*hand' (cf. also PAK \I*ʡa-bə-bə\i 'handful', Ad. \Iʡa-bə-m\i 'fist') + \I*jəzə\i 'full'. We consider, however, the direct comparison of PAK \I*jə-zə\i (jə- is a usual pronominal prefix) with PAT \I*ʒa\i and Ub. \Iʒa\i 'span' more justified semantically, and quite regular phonetically - thus, the coincidence with \I*jəzə\i 'full' is certainly secondary.     See Shagirov 1, 90; Klimov 1967, 306; Balkarov 1967, 15, 24."
545,"*maq:V",1735,"sound, voice","","","mq:a","mq:","","    PAK \I*maq:V.\i In view of the external evidence the root should be treated as a whole, and Shagirov's (1,259) hypothesis about its morphological complexity does not seem convincing."
546,"*(a)‰:ʷV",1737,"1 word, speech 2 to say,speak 3 to take oath,swear","aa 1","aʷa 1","","ə-ʡa- 2","‰ə-a- 3","    PAT \I*azʷa\i (cf. Bzyb. \Iaza\i); Ub. \Isə-‰(ə)a-n\i (used also as a noun: \I‰əa\i 'oath'). The PAT root is also used in a compound \I*cʷa-zʷa-\i 'to speak' (see under \I*c:ʷa-\i). In PAK *‰:- would be expected, but only the Kab. form is known (Kab.  can go back to PAK *‰:, *‰:, *). Still, the exact parallelism between Kab. \Iəʡa-\i and Ub. \I‰əa-\i (where the second part goes back to \I*Ia-\i 'say' q.v.) makes this etymology quite plausible.     The comparison of Kab. \Iə-ʡa-\i and Abkh. \Iaa\i was first proposed by Meszaros (1934, 308), who also compared Ub. \Imasa\i 'word' which is impossible for phonetic reasons. See Shagirov 1, 198."
547,"*kʷV",1739,"1 to swear 2 to dare","a-kʷ-ra 1","kʷ-ra 1","ja-kʷə-n 2","ja-kʷə-n 2","kʷa- 2","    PAT \I*kʷə-;\i PAK \I*kʷə-;\i Ub. \Ia-s-kʷa-n.\i See Shagirov 1, 173."
548,"*ʁa",1744,"time, season","-n","aʕa","ʁa","ʁa","ʁa","    PAT \I*(a)ʕa\i (cf. also \I*ʕa-\i in \I*ʕa-məta\i 'time' > Abkh. \Imta,\i Abaz. \Iʕamta\i); PAK \I*ʁa.\i The root should be distinguished from \I*ʁIʷa\i 'season, summer/spring' (see under \I*ʁwinʔV\i), although the two roots could have influenced each other (in PAT, where \I*ʕa-\i in \I*ʕa-pə-nə\i 'spring' reflects rather PWC \I*ʁIʷa,\i and in PAK, where the root \I*ʁa\i means 'summer' in some compounds and idioms - e.g., in PAK \I*ʁa-maxʷa\i 'summer' > Ad. \Iʁamf,\i Kab. \Iʁamxʷa\i). See Shagirov 1, 124."
549,"*nəsa (  --)",1745,"1 daughter-in-law 2 sister-in-law","","","nəsa 1","nəsa 1","nəsa-ʁ 2","    PAK *nəsa. Shagirov 1, 288 supposes that the Ub. form is borrowed from Adygh (PAK \I*nəsa-ʁʷə\i 'sister-in-law'); but this supposition does not explain loss of labialisation in Ub. It seems more probable that the Ub. and AK forms are genetically related. Despite Abdokov 1973, 62 the AK and Ub. words can not be related to Abkh. \Iaca,\i Abaz. \Itaca,\i Ub. \Isasa\i 'bride, daughter-in-law' (see Shagirov ibid.).     The Adygh forms were borrowed in Osset. (Dig.) \Iniss\i 'lady', Chan. \Inisaʁa,\i \Inusaʁa\i 'two daughters-in-law'. The latter form (undoubtedly borrowed < PAK \I*nəsaʁʷə\i) makes it probable that other scattered Kartvelian forms (Georg. \Inusa-dia\i 'sister-in-law', Megr. \Inosa,\i \Inisa,\i Chan. \Inusa,\i \Inisa\i 'daughter-in-law') also have a WC origin."
550,"*sʷasa / *sasa",1748,"1 bride 2 girl","","","pssa 2","pssa 2","sasa 1","    PAK \I*psasa.\i The available forms reflect various assimilations: PAK \I*psasa\i < \I*p-sasa\i ( < \I*sʷasa\i with a labial prefix); in Ub., besides \Isasa\i there exists also a variant \Isasa\i (cf. also Ad. \Iss\i 'girl (as address)'. The basic variant was obviously \I*sʷasa\i (PAK *s can only go back to a labialized *sʷ)."
551,"*nəc:ʷa",1749,"god","a-n‰a","n‰ʷa","","","","    PAT \I*nəcʷa.\i"
552,"*t:at:V",1756,"1 grandfather (addr.) 2 daddy","dad 1","dada 1","tt 2","dda 1","dad 2","    PAT \I*dadV;\i PAK \I*t:at:a.\i A nursery word, but demonstrating regular correspondences. It is usually used in a reduplicated form; but cf. also Abkh. \Idi,\i \Idia\i ( \I*dVjV\i  \I*t:VjV\i) 'mummy'."
553,"*(a)nə",1759,"mother","a-n","anə","nə","na","na","    PAT \I*(a)nə\i; PAK \I*(a)nV\i; Ub. def. \Ia-na.\i Although this is a nursery word, it is certainly the PNC root for 'mother'."
554,"*‰ʷə (/*ʷə)",1760,"brother","","","ə","q:ʷa-","ə-a","    PAK \I*‰ə.\i Kab. \Iq:ʷa-\i < \I*q:ʷa-‰ə\i 'son+brother', cf. Ad. \Iq:ʷa\i 'own brother, brother having the same family name'. Reason for voicing *‰ʷ > *‰ >  in the Ub. form is not quite clear (cf. perhaps the irregular voicing in plural in PN?).     PAT \I*aa\i 'brother' should be kept separate and traced back (together with Ub. \I-a\i) to another PWC root, \I*a\i q.v."
555,"*q:ʷa (  qʷ-)",1764,"son","","","q:ʷa","q:ʷa","qʷa","    PAK \I*q:ʷa;\i Ub. def. \Ia-qʷa.\i Dumezil 1932, 124-125 compares also Abkh. \I*ʕʷə\i 'man', which we prefer to relate to Ub. \Iʁʷa\i 'self' (see WC \I*ʁʷV\i). See Shagirov 1, 231."
556,"*b-a",1769,"guest","","","“a","“asa","pa","    PAK \I*“a-a.\i The component \I*“a-\i is not clear etymologically (perhaps related to another PEC root for "guest", \I*ʯ_alHV?\i). Still the relationship between the AK and Ub. words can not be debated, and Trubetzkoy's (1921) hypothesis about PAK \I*“aa\i being borrowed from Iranian \I*haxay\i 'friend' is absolutely groundless."
557,"*ʷV",1778,"1 to get sour 2 sour","a--ra 1","ʷ-ra 1","sʷa-ʡʷə-n 1","fa-ʡʷə-n 1","ʒʷa-(ə) 2","    PAT \I*ʷə\i / \I*ʷəʷə\i (cf. also Abkh. \Ia-r-ə,\i \Ia-əə\i 'sour', Abaz. \Iʷ-a\i 'sour'); PAK \I*ʷa-ʡʷə-\i ( = Ub. \Iʒʷa-ə,\i Abaz. \Iʷa).\i Ubykh has voiced ʒʷ- instead of *ʷ as a result of dissimilation.         See Shakryl 1968, 85, Abdokov 1973, 32, 72, Shagirov 2, 102.         [NB: The common WC form \I*ʷVʷV\i (-ʷV) may be analyzed as containing an adjectival suffix, but also may partly reflect another NC root, well reconstructed for PEC as \I*_eḳwV\i (q.v.).; see Абдоков 1983, 151.]"
558,"*ʁʷəmə (  Gʷ-)",1782,"thick (of objects with circular surface)","","","ʁʷəmə","ʁʷəm","","    PAK \I*ʁʷəmə.\i Shagirov's (1,137) attempt to analyse the PAK form as 'board' (PWC \I*Gʷə,\i not retained in AK) + 'thick' (\I*mə,\i a root which does not exist) was certainly unsuccessful."
559,"*pəsə (  --)",1786,"fat, thick","a-psəla","psəla","","","","    PAT \I*pəsə-la\i (cf. also Bzyb. \Ia-psəla\i). The word is an instrumental derivative from a non-attested noun \I*pəsə\i 'fat' (\I*pəsə-la\i 'with fat')."
560,"*p(ə)V",1787,"naked","","","ṗna","ṗna","-ṗə","    PAK \I*ṗa-na.\i The root is also used in compounds \I*a-ṗa\i 'bare-footed' (Kab. \Ima\i / \Iṗa,\i Ad. \Iṗa)\i = Ub. \Ia-ṗə\i and \I*s“a-ṗa\i 'bare-headed' (Kab. \Is“ama\i / \Is“aṗa,\i Ad. \Is“ṗa\i) = Ub. \Ia-ṗə.\i         Shagirov (2,49-50) proposes to compare PAK \I*ṗa\i rather with Ub. \Iṗa\i 'clean' (thus considering Ub. \I-ṗə\i a loan from Ad.). This seems to us less likely, because Ub. \Iṗa\i has a different etymology (see PWC \I*ṗəzV\i 'clean'), and we prefer to follow Abdokov (1973, 57, 65)."
561,"*zʷa",1789,"to boil","a--ra","ʷ-ra","za-n","va-n","zʷa-","    PAT \I*zʷə-\i (cf. also Bzyb. \Ia-z-ra\i); PAK \I*zʷa-.\i See Shagirov 1, 106 (with literature)."
562,"*ṭV / ṭVṭV",1693,"1 wet, liquid 2 soft","a-ṭaṭa 2","ṭaṭa 2","ṭṭa 2","ṭṭa 2","ṭə 1","    PAT \I*ṭaṭa,\i PAK \I*ṭaṭa.\i Cf. also the verbal usage: PAT \I*ṭ:a-\i (with expressive gemination), PAK \I*ṭaṭə-\i 'to flow, pour (as a thick mass)' (Abkh. \Ia-ṭ:a-ra,\i Abaz. \Iṭ:a-ra,\i Ad., Kab. \Ijə-ṭaṭə-n\i)."
563,"*‰əga (  -k:-)",1796,"to starve, be hungry","a-‰ga-ra","‰ga-ra","","","","    PAT \I*‰əga-.\i"
564,"*p(ə)‰a-",1801,"fat, thick","","","par","par","","    PAK \I*p‰arə.\i Final *-rə may be a suffix (cf. an analogical suffix in the PA form), but the root \I*p‰a-\i has no parallels in other WC languages: the comparison with PAT \I*pəsə-la\i 'fat' (see Shakryl 1968, 29; Abdokov 1973, 16, 21, 27; Shagirov 2, 29) can not be accepted for phonetic reasons (the correspondence PAK *‰ : PAT *s does not exist)."
565,"*gV (  *g-)",224,"to twist, spin (thread)","","","ə-n, a-n","ə-n, a-n","","    PAK \I*gə-\i (trans.), \I*ga-\i (intrans.)."
566,"*IʷV",296,"1 to bend 2 hooked, curved","a-ʯʷa-ra 1","qʷa-ra 1","q:ʷ-a 2","q:ʷ-na 2","Iʷə- 1","    PAT \I*qʷa-;\i PAK \I*q:ʷa-(n\i)‰a (a compound with \I*‰V\i 'bend', see Shagirov 1, 230); Ub. \Ia-Iʷə-n.\i The root can be also reduplicated: PAT \I*qʷaqʷa\i 'hooked, curved' (Abkh. \Ia-ʯʷaʯʷa,\i Abaz. \Iqʷaqʷa\i); Ub. \IIʷəIʷə-\i (\Isə-IʷəIʷə-n\i) 'to squat, huddle up'.         The comparison of PAT *qʷa- and PAK *q:ʷa- belongs to Abdokov (1973,55), and is certainly better than Klimov's (1967, 306) comparison of PAT \I*qʷa-\i with PAK \I*wə-xʷa-\i 'to bend' (absolutely impossible phonetically). Abdokov adds also Ub. \Iʷarṭa-\i (\Isə-ʷarṭa-n\i) 'to bend, be(come) crooked', but for phonetic reasons it seems better to choose Ub. \IIʷə-\i 'to bend' (thus following Shagirov 1,230). [Shagirov compares also Abkh. \Ia-r-ʷ-ra\i 'to bend (trans.), Abaz. \I‰ə-na-r-ʷ-ra\i 'to bend', but this is a misunderstanding: the root here is PAT \I*ʷə\i 'to lower, go down', and the meaning 'bend' is metaphorical (applied to fortune, circumstances and the like).]     Besides PWC \I*IʷV-\i the WC languages also reflect a phonetically close variant: \I*IʷV-,\i present in a compound \I*IʷV-rṭV\i / \I*IʷV-nṭV:\i Ub. \Iʷarṭa-\i (see above), PAK \I*ʡʷanṭa-\i / \I*ʡʷarṭa-\i (Ad. \Iʡʷanṭa-,\i Shaps. \Iʡʷarṭa-\i 'to bend, crook', Kab. \Iʡʷanṭa-\i 'to twist')."
567,"*ʷa",1803,"straight, even","a-jaa","ra-ja","z-fa","z-xʷa","sʷa-x","    PAT \I*jV-a\i (with a pronominal or reciprocal prefix); PAK \I*za-xʷa\i (on the etymology of the first part see Shagirov 1, 204). The correspondence PAT * : PAK *xʷ : Ub. sʷ points unambiguously to PWC *ʷ. Cf. also PAK \I*xʷa-da\i (Ad. \Ifad,\i Kab. \Ixʷada\i) 'similar, equal' (despite Dumezil 1932, 92; 1963, 14-15; Kuipers 1960, 113; Shagirov 2, 106 PAK \I*xʷa-\i here can hardly be analyzed as a version prefix; the semantic correlation 'straight' - 'similar, equal' is quite natural)."
568,"*ɣV",1804,"right","a-r-ʁa","aʁ-ma","-bʁʷ","jə-z","z-a / z-ʁa","    PAT \I*aʁa;\i PAK \I*V.\i Ad. has a secondary affricate (cf. Bzhed. \I-bʁʷ\i); the Ad. form \I-bʁʷ\i is a compound with \I-bʁʷə\i 'side, edge' (cf. Kab. \Ijəzə-r-bʁʷ\i 'right side'). In Kab. jə- is a pronominal prefix. See Shagirov 1, 183-184."
569,"*q:ə",21,"to be benumbed,dumbfounded (by cold,surprise etc.)","","","q:ə-n","q:ə-n","q(ə)-","    PAK \I*q:ə-\i (see Kuipers 64); Ub. \Isə-qə-n.\i In Shapsugh the verb also means 'to harden' (which may be a contamination with another WC root, \I*q:ʷa\i q.v.)."
570,"*q:ʷa / *q:ʷVq:ʷa",1810,"hard","a-ʁʷʁʷa","","","","qʷa","    Cf. also Ub. \Iqʷa-\i (\Ia-qʷa-n\i) 'to harden'. The Abkh. form is reduplicated ( < PAT \I*ɣʷəɣʷa\i)."
571,"*pVV",1811,"1 hard, firm 2 stingy, miserly 3 proud, arrogant","a-baʁa 1","baʁa 1,2","pɣa 3","pɣa 3","ʁabə 1","    PAT \I*baɣa;\i PAK \I*paɣa;\i in Ub. - a metathesis (\Iʁabə\i < \I*baʁə\i). Semantically and phonetically the forms are very close, and the correspondence PAT *ɣ : PK *ɣ : Ub. ʁ points to the PWC palatalised lateral *. Therefore Shagirov's explanation of the Adygh form as \I*pa\i 'nose' + \I*bɣə\i 'mountain' is hardly acceptable (although an analogy with \I*pa\i 'nose' is possible)."
572,"*s-xʷə",2320,"five","ʯʷ-ba","ʯʷ-ba","tfə","txʷə","xə","    PAT \I*xʷə-\i (cf. also Bzyb. \Ixʷ-ba\i); PAK \I*txʷə.\i An initial cluster must be with a sibilant must be reconstructed for PWC (it has been regularly simplified in PAT, and changed to *txʷ and *x in PAK and Ub. respectively)."
573,"*ʷV",2321,"six","f-ba","c-ba","xa","xa","fə","    PAT \I*‰ʷə\i (accounting for the specific correspondence Abkh. f : Abaz. c); PAK \I*xa\i (cf. also \I*xə\i 'six times' > Ad., Kab. \Ixə\i). The correspondence PAT *‰ʷ : PAK *x : Ub. f points to the PWC lateral affricate *ʷ."
574,"*bəLə",2322,"seven","b-ba","bə-ba","bLə","bLə","bLə","        PAT \I*bəə;\i PAK \I*bLə.\i See Trubetzkoy 1922, 236."
575,"*b-ʷə",2325,"ten","a-ba","ʷa-ba","ṗsə","ṗsə","ʷə","    PAT \I*ʷa\i (cf. also Bzyb. \Ia-ba\i); PAK \I*ṗə.\i         A complicated case. PAK \I*ṗə\i can only go back to PWC \I*P-ʷə\i (a form which obviously corresponds to EC, see Trubetzkoy 1930, 82). The Ubykh form can go back to a voiced variant \I*zʷə;\i but the PAT form needs a more complicated explanation, if it belongs here at all: it may also reflect a secondarily voiced PWC variant \I*(b)-ʒʷV\i > PAT \I*a,\i with labialisation under the influence of PAT \I*zʷə\i 'nine' (\I*a\i > \I*ʷa\i ).         The hypothesis of uniting all three forms (PAT, PAK and Ub.) belongs to Abdokov (1973, 66). One can either accept it (with the complicated explanation presented above), or else separate the Ub. and Abkh. forms under a distinct protoform, PWC \I*ʷV\i (since *ʷ regularly gives PAT *ʷ and Ub. ʷ). However, Shagirov's attempt to unite Abkh. \I-ba\i 'nine' and \Ia-ba\i 'ten' (Shagirov 1, 80-81) is certainly untenable: in the Bzyb. dialect they are opposed as \Iz-ba\i vs. \I-ba\i and go back to different PAT forms (\I*zʷə\i and \I*ʷa\i respectively)."
576,"*ʷV",2327,"hundred","-ḳə","ʷ-ḳə","sa","sa","ʷa","    PAT \I*ʷə\i (with a singulative suffix -ḳə); PAK \I*sa.\i"
577,"*sʷV",2289,"you (2d p. plur.)","a-ra","ʷa-ra","sa","fa","sʷə-ʁʷa","    PAT \I*sʷa-\i (cf. also Bzyb. \Isa-ra\i); PAK \I*sʷa.\i"
578,"*‰ʷə",2291,"for oneself (prefix of the subject version)","‰(ə)-","‰(ə)-","","","","    PAT \I*‰ə-.\i"
579,"*wə",1826,"to do, to make","a-w-ra","","wə-","wə-","w(ə)-","    In PAK (\I*wə-)\i and Ub. the root is used as a verbal prefix or first part in verbal compounds meaning 'to do, to make'. Cf. also nominal compounds: Ub. \Iʷə-wa\i 'deed, thing', PAT \I*wə-sə\i (Abkh. \Ia-wəs,\i Abaz. \Iwəs\i) id."
580,"*xV (  -)",1827,"to be, become","-ʯa-","-ʯa-","","","ə-","    PAT \I*-xa-\i (Bzyb. \I-xa-\i), used in compound verbs (cf. Abkh. \Ia-psa-ra\i 'to have a price' - \Ia-psa-xa-ra\i 'to become a price'; Abaz. \Ibargʷə\i 'difficult' - \Ibargʷ-ʯa-ra\i 'to become difficult' etc.; in Abaz. there occurs also a variant \I-ʯ(ə\i)-, cf. \Iba-ʯ-ra\i 'to dry, become dry' etc.). Ub. \Isə-ə-n.\i     Shagirov (1,280;2,108) compares (with some doubt) Ub. \Iə-\i with PAK \I*sə-\i (apparently used in some compounds with the meaning 'to become'), but concedes himself that phonetically such a comparison is impossible. Despite Dumezil  1938, 74 and Shagirov 2, 113, PAT \I*-xa-\i can not be related to PAK \I*ʯʷə-\i 'to  become' (for phonetic reasons)."
581,"*ʯa (  ʯ-, ʯI-)",221,"to hang","a-ḳna-“a-ra","ḳnə-“a-ra","","","","    PAT \I*“a-\i (used only with preverbs)."
582,"*kə (  k-)",1831,"to step","","","","‰ə-n","","    PAK \I*kə-\i (see Kuipers 1975, 49)."
583,"*ʷV",64,"to go down, lower oneself","","","ja-xə-","ja-xə-","ʷa-","    PAK \I*ja-xə-\i (with a pronominal prefix *ja-); Ub. \Isə-ʷa-n.\i The Ad. root may be alternatively compared with the Adygh noun \I*xə\i 'bottom' q.v. (see Yakovlev 1941, 210), but the latter seems to have a separate EC parallel. Despite Shagirov (1,178), however, Ub. \Iʯa\i 'bottom' can be connected neither with PAK \I*ja-xə-,\i nor with PAK \I*xə\i 'bottom'."
584,"*GʷV",1836,"to steal","a-ʁə-‰-ra","ʁə-‰-ra","tə-ʁʷa-n","də-ʁʷa-n","","    PAT \I*ɣə-‰ə-\i (a compound with an unclear second part); PAK \I*t:ə-ʁʷa-.\i See Rogava 1956, 39, Shagirov 1,154 (despite these authors, Ub. \Iwəc(ə\i)- 'to steal' can hardly be related, for phonetic reasons). The nature of initial *t:ə- in PAK, as well as of *-‰ə in PAT, is not yet clear."
585,"*ʒV",1837,"1 to hide, conceal 2 secret","a-ʒa-ra 1","ʒa-ra 1","","bzə-sə-n 1","wa(n)ʒa 2","    PAT \I*ʒa-\i (cf. also Bzyb. \Ia-ʒa-ra\i), \I*ma-ʒa\i 'secret' (Abkh. \Ia-maʒa,\i Bzyb. \Ia-maʒa,\i Abaz. \Imaʒa\i). In Ub. variants \Iwa(n)ʒa\i and \IwIa(n)a\i are attested; wa- here can be treated as a prefix meaning 'to do, execute'. The Kab. word means literally 'to make (-sə-n) a secret (bzə-)'. See Shagirov 1,97.     PAT \I*ʒa-\i can, in fact, reflect a merger of two WC roots: cf. also \I*c:ə-\i > Ub. \Iwə-cə-\i 'to steal' (perhaps also -ps- in Kab. \Iʁa-ps-ḳʷə-n\i 'to hide'?)."
586,"*c:ə",1840,"to steal","","","","","wə-c(ə)-","    Ub. \Isə-wə-cə-n,\i plur. \Ika-c(ə\i)-. On a possible PAT parallel (\I*ʒa-\i) see under PWC \I*ʒV-.\i"
587,"*[]əʁa-",1843,"to ask","a--ra","ʕa-ra","","","ʒʁa-","    PAT \I*əʕa-\i (cf. Bzyb. \Ia--ra\i); Ub. \Isə-ʒʁa-n.\i The word is obviously connected with EC forms like Av. \Ieʯ:e-ze\i etc., thus a hissing Anlaut is probable for PWC. We may assume that Ub. \Iʒʁa-\i is a modification of \I*ʒʁa-\i (since Ub. ʒ does not occur in any consonant clusters), which, in its turn, is assimilated from \I*(ə)ʁa-.\i"
588,"*ʷa (  *Iʷa)",1846,"to walk","a-nəʷa-ra","nəʷa-ra","","","","    PAT \I*nə-ʷa-\i (nə- is a preverb denoting motion away from the speaker)."
589,"*ʷa",1848,"1 price 2 to pay","a-a-ra 2","ʷa-ra 2","","","ʷa 1","    PAT \I*ʷa-.\i"
590,"*sV (  -)",1849,"to touch","a-ḳə-s-ra","qə-s-ra","na-sə-n","jaʡʷə-sə-n","","    PAT \I*sə-\i (used only with preverbs; cf. also Bzyb. \Ia-ḳə-s-ra\i); PAK \I*sa-\i / \I*sə-\i (also with preverbs).     See Shakryl 1968, 73, Abdokov 1973, 53, Shagirov 1, 180."
591,"*‰ʷV",1851,"to take, carry","","","a-n","a-n","","    PAK \I*‰a-\i (also \I*‰ə-\i with some preverbs). See Shagirov 2, 137-138. The PWC reconstruction is tentative (because of the absence of AA and Ub. cognates); PAK *‰ can go back to PWC *‰ʷ, *‰ or *."
592,"*q:V (q:-,qI-)",1853,"to pull, drag","a-ʯa-ra","a-q-ra","","","","    PAT \I*qV-\i (cf. also Bzyb. \Ia-ʯa-ra\i)."
593,"*da-",1854,"1 to choose, pick out 2 to put through, to string","a-ḳəl-da-ra 2","ḳəl-da-ra 2","xa-da-n 1","xa-da-n 1","","    PAT \I*-da-\i (only with preverbs; cf. also Abaz. \Iaz-da-ra\i 'to gather' (*'to pluck, pick together'); PAK \I*-da-\i (with the preverb \I*xa-\i "group, mass"; see Kuipers 1975, 16)."
594,"*ɣʷa- (  *Gʷ-)",1855,"to plough (*'pull the plough')","a-‰a-ʁʷa-ra","‰ʷa-ʁʷa-ra","","","","    PAT \I*cʷa-ɣʷa-\i (etymology of the first part see under PWC \I*c:ʷa\i). Besides this compound cf. perhaps also Abaz. \Ir-ʁʷʁʷa-ra\i 'to stretch' (although it may be also analyzed as a derivate from \Iʁʷʁʷa\i 'straight, even')."
595,"*ʯʷaə-",1857,"to change","","“ʷa-ra","ʯʷaə-n","ʯʷaə-n","","    PAK \I*ʯʷaə-.\i Ub. \Iʯʷaə-\i (\Ia-s-ʯʷaə-n\i) 'to change' should be considered as a loan from Adygh."
596,"*tʯʷV",1859,"1 to rake up, shovel up 2 to tear off, tear away","ajzə-“ʷ“ʷa-ra 1","az-“ʷ“ʷa-ra 1","tʯʷə-n 1","tʯʷə-n 1","tʯʷ(ə)- 2","    PAT *“ʷa (with emphatic gemination, used only with reciprocal and versional prefixes); PAK *tʯʷə-. The Ub. stem is used only with preverbs (ja-tʯʷ-, ʁa-tʯʷ- etc., see Vogt 191), and is somewhat dubious semantically.     See Abdokov 1973, 68; Shagirov 2, 78."
597,"*q:IʷV",1869,"to run","a-ʕʷ-ra","ʕʷ-ra","","","qIa-","    PAT \I*ʕʷə-;\i Ub. \Isə-qIa-n\i (with secondary delabialisation)."
598,"*‰:ʷa",1871,"1 to run 2 to walk uncertainly","","","‰a-n 1","a-n 1","ḳa-‰a- 2","    PAK \I*‰:a-;\i Ub. \Isə-ḳa-‰a-n.\i The Ub. verb is a compound with \Iḳa-\i 'to go, walk'. For phonetic reasons the comparison of PAK \I*‰:a-\i and Ub. \I-‰a-\i (pointing to PWC \I*‰:ʷa-\i) is preferable to other comparisons: PAK \I*‰:a-\i and Ub. \Iaja\i 'swift' (Meszaros 1934, 326); PAK \I*‰:a-\i and PAT \I*ca-\i 'to go' (Shagirov 1, 193)."
599,"*q:Ia (  *Ia)",1879,"to raise, to lift","","","ʡa-tə-n","ʡa-tə-n","a-sa-","    PAK \I*ʡa-tə-;\i Ub. \Ia-s-a-sa-n.\i Both PAK and Ub. reflect compounds with unclear second components. Since, despite Dumezil (1932, 107-108), PAK *t can not correspond to Ub. s, we have to admit that the meaning 'to lift, raise' is here expressed by the component PAK \I*ʡa-,\i Ub. \Ia-\i < PWC \I*q:Ia-\i (or \I*Ia-\i), which must be therefore distinguished from the homonymous PWC root for 'hand' (q.v.)."
600,"*(b)zʷə",1882,"to melt, thaw","","","zʷə-n","və-n","b(ə)-","    PAK \I*zʷə-;\i Ub. \Isə-bə-n.\i Initial b- in Ub. is an old prefix; \Ibə-\i < \I*bzʷə-\i < \I*bzʷə-\i (with a regular dissimilative delabialisation after b-)."
601,"*ʷV",1883,"to weep, cry","a-ə-wa-ra","ʷu- / ʷəwa-ra","","","ʷa-","    PAT \I*ʷə-wa-;\i Ub. \Isə-ʷa-n.\i"
602,"*ḳə",570,"to catch, hold, grab","a-ḳ-ra","ḳ-ra","","","","    PAT \I*ḳə.\i"
603,"*zV",1888,"1 to be ill, sick 2 illness, disease","a-‰əma-zaʕʷ-1","zʕʷa 2","wəzə 2","wəz 2","za-ʁʷa 2","    PAT \I*zVʕʷV;\i PAK \I*wə-zə\i (*wə- is a frequent verbal prefix). For PWC we can also reconstruct a compound \I*zV-ʁʷV\i (besides the listed forms cf. also Kab. \Iwəzəʁʷa\i = \Iwəzə\i); the second part (*-ʁʷV) is not quite clear etymologically (it can be attributed to several PWC roots)."
604,"*ḳə (  *ḳ-)",1898,"1 to forge 2 smithy","","","əə 2","əs 2","ḳə- 1","    PAK \I*ḳə-ə\i ( = Ub. \Iḳə-s\i 'smithy'); Ub. \Ia-ḳə-n,\i \Ia-sə-ḳə-n.\i In PAK the root is reflected also in \I*dəsa-ḳə\i (Kab. \Idəsa\i) 'goldsmith'. See Shagirov 2, 135 (with literature)."
